sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-01-27,2020-03-16,76,0.875,0.45,2020-03-31,15,0,0,0,0,1,2020-06-15,0,0,0,0,0
2020-02-05,2020-03-11,76,0.775,0.65,2020-03-31,20,0,0,0,0,2,2020-06-15,0,0,0,0,0
2020-01-23,2020-03-13,76,0.725,0.75,2020-03-31,18,0,0,0,0,3,2020-06-15,0,0,0,0,0
2020-02-01,2020-03-18,76,0.825,0.55,2020-03-31,13,0,0,0,0,4,2020-06-15,0,0,0,0,0
2020-01-26,2020-03-13,76,0.8125,0.425,2020-03-31,18,0.739213378179748,0.504738577766034,0.155783697769668,0.124510921879814,5,2020-06-15,-Inf,3.67272787285675,1.01460992169484,0.405877001548493,0.286801766191355
