sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-01-27,2020-03-16,76,0.875,0.45,2020-03-27,11,0,0,0,0,1,2020-06-11,0,0,0,0,0
2020-02-05,2020-03-11,76,0.775,0.65,2020-03-27,16,0,0,0,0,2,2020-06-11,0,0,0,0,0
2020-01-23,2020-03-13,76,0.725,0.75,2020-03-27,14,0,0,0,0,3,2020-06-11,0,0,0,0,0
2020-02-01,2020-03-18,76,0.825,0.55,2020-03-27,9,0,0,0,0,4,2020-06-11,0,0,0,0,0
2020-01-26,2020-03-13,76,0.8125,0.425,2020-03-27,14,1.3672298539049,0.966346326449789,0.153337578238966,0.0708434235930684,5,2020-06-11,-31.1135568886259,4.25270835173205,0.912386730066037,1.0059900764844,0.220387640136239
