"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6639648,1385,1059,712,206,2095,17351,373,75
"2",6639153,1403,1076,731,212,2143,17738,383,77
"3",6638646,1425,1092,747,218,2194,18135,390,78
"4",6638130,1450,1109,760,222,2245,18540,395,80
"5",6637606,1474,1127,772,227,2297,18953,401,81
"6",6637072,1499,1145,785,231,2349,19374,408,82
"7",6636530,1525,1164,798,235,2402,19803,414,84
"8",6635979,1550,1184,811,239,2454,20239,421,85
"9",6635418,1576,1204,824,243,2508,20683,428,87
"10",6634848,1602,1224,838,247,2561,21135,435,88
"11",6634269,1629,1244,852,251,2616,21594,443,89
"12",6633680,1656,1265,867,256,2671,22062,450,91
"13",6633081,1684,1286,881,260,2726,22538,458,93
"14",6632473,1712,1308,895,265,2782,23022,465,94
"15",6631854,1740,1329,910,269,2838,23515,473,96
"16",6631226,1769,1351,925,274,2896,24016,481,97
"17",6630586,1798,1373,941,278,2953,24526,489,99
"18",6629936,1829,1396,956,283,3011,25045,496,101
"19",6629276,1858,1420,972,288,3070,25573,505,102
"20",6628604,1890,1443,988,293,3130,26109,513,104
"21",6627921,1921,1467,1004,298,3190,26655,521,106
"22",6627227,1952,1492,1020,303,3251,27210,530,108
"23",6626521,1984,1517,1037,308,3313,27775,539,109
"24",6625804,2017,1542,1054,313,3375,28349,548,111
"25",6625075,2051,1567,1073,318,3439,28933,557,113
"26",6624333,2085,1593,1090,324,3503,29528,566,115
"27",6623580,2119,1620,1108,329,3568,30132,576,117
"28",6622814,2154,1646,1126,335,3633,30746,585,119
"29",6622036,2190,1673,1145,340,3700,31371,595,121
"30",6621245,2226,1701,1164,346,3767,32007,605,123
"31",6620441,2263,1729,1183,352,3836,32653,614,125
"32",6619623,2300,1758,1202,357,3905,33310,624,127
"33",6618792,2338,1786,1222,363,3975,33978,635,129
"34",6617948,2376,1816,1242,370,4047,34658,645,132
"35",6617089,2416,1846,1263,376,4119,35348,656,134
"36",6616217,2455,1876,1283,382,4192,36051,667,136
"37",6615330,2496,1907,1304,389,4266,36765,678,138
"38",6614428,2536,1938,1326,395,4341,37491,689,140
"39",6613513,2578,1971,1347,401,4418,38229,700,142
"40",6612582,2620,2003,1370,408,4495,38979,712,145
"41",6611636,2663,2035,1392,415,4573,39742,723,148
"42",6610674,2706,2068,1415,422,4653,40518,735,150
"43",6609697,2750,2102,1438,429,4733,41307,747,153
"44",6608704,2795,2137,1461,436,4815,42108,759,155
"45",6607695,2841,2171,1485,443,4898,42922,771,158
"46",6606669,2886,2207,1509,451,4982,43751,784,160
"47",6605627,2933,2243,1534,458,5068,44593,796,163
"48",6604569,2980,2279,1559,466,5154,45449,810,166
"49",6603493,3029,2316,1584,474,5242,46319,822,168
"50",6602399,3077,2354,1609,481,5331,47203,835,171
"51",6601288,3128,2392,1636,490,5422,48102,849,174
