"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3831048,5675,4110,254,3623,290,12481,149,1468
"2",3828992,5775,4280,289,3996,323,13828,165,1622
"3",3826783,5992,4410,313,4307,360,15316,172,1689
"4",3824456,6253,4559,329,4562,400,16921,177,1741
"5",3822021,6533,4733,344,4789,442,18622,183,1800
"6",3819481,6820,4927,357,5006,485,20406,190,1868
"7",3816833,7116,5138,372,5224,528,22271,198,1944
"8",3814073,7422,5357,388,5451,573,24219,206,2028
"9",3811197,7739,5587,404,5686,618,26252,215,2115
"10",3808198,8069,5826,421,5930,665,28373,224,2205
"11",3805075,8411,6074,439,6185,713,30585,234,2300
"12",3801820,8765,6333,458,6451,762,32893,243,2398
"13",3798429,9134,6602,477,6726,813,35301,254,2500
"14",3794897,9516,6882,498,7012,866,37812,264,2605
"15",3791219,9912,7172,519,7310,920,40430,276,2716
"16",3787388,10325,7471,541,7620,976,43161,288,2831
"17",3783401,10751,7784,564,7941,1033,46008,300,2949
"18",3779249,11196,8107,587,8274,1093,48975,312,3072
"19",3774929,11656,8442,612,8621,1155,52067,325,3200
"20",3770434,12131,8790,637,8981,1218,55290,338,3332
"21",3765759,12624,9152,664,9354,1284,58647,352,3470
"22",3760896,13133,9527,691,9740,1352,62144,367,3612
"23",3755839,13661,9912,719,10142,1422,65786,382,3761
"24",3750584,14206,10313,749,10557,1494,69579,397,3912
"25",3745121,14770,10729,779,10986,1569,73528,413,4070
"26",3739448,15350,11157,811,11432,1647,77638,430,4235
"27",3733554,15952,11598,843,11894,1727,81914,447,4404
"28",3727432,16573,12055,877,12370,1810,86364,465,4578
"29",3721080,17210,12529,912,12863,1896,90992,483,4758
"30",3714487,17869,13016,948,13373,1985,95805,502,4945
"31",3707647,18547,13518,985,13899,2077,100809,522,5137
"32",3700553,19244,14037,1023,14442,2172,106010,542,5336
"33",3693200,19962,14570,1062,15003,2270,111415,563,5541
"34",3685577,20700,15120,1103,15580,2371,117031,584,5751
"35",3677681,21458,15683,1145,16175,2476,122863,606,5968
"36",3669504,22236,16265,1188,16787,2584,128918,628,6190
"37",3661039,23033,16861,1232,17418,2696,135203,652,6420
"38",3652281,23848,17473,1278,18067,2811,141725,676,6655
"39",3643224,24681,18100,1324,18733,2931,148489,700,6896
"40",3633859,25536,18741,1372,19417,3054,155503,725,7143
"41",3624180,26411,19398,1422,20118,3181,162773,751,7397
"42",3614184,27301,20070,1472,20837,3312,170307,778,7656
"43",3603867,28205,20758,1523,21572,3446,178111,804,7922
"44",3593219,29126,21459,1576,22327,3585,186190,832,8193
"45",3582239,30063,22173,1630,23097,3728,194552,860,8470
"46",3570921,31014,22900,1685,23884,3876,203202,889,8751
"47",3559261,31979,23639,1741,24687,4028,212148,917,9039
"48",3547256,32957,24388,1798,25504,4184,221396,947,9330
"49",3534902,33947,25149,1856,26335,4344,230949,977,9625
"50",3522200,34944,25921,1914,27181,4508,240815,1007,9927
"51",3509145,35951,26699,1974,28038,4677,250999,1039,10231
"52",3495738,36961,27488,2034,28908,4850,261504,1070,10538
"53",3481978,37976,28281,2095,29790,5028,272335,1101,10850
"54",3467863,38996,29079,2157,30680,5209,283497,1133,11164
"55",3453396,40017,29882,2219,31577,5395,294995,1166,11478
"56",3438581,41031,30689,2282,32486,5585,306827,1198,11795
"57",3423417,42047,31495,2345,33397,5780,319002,1230,12113
"58",3407910,43053,32302,2408,34312,5978,331519,1263,12431
"59",3392062,44056,33102,2470,35230,6180,344381,1295,12750
"60",3375883,45044,33900,2533,36148,6386,357588,1326,13068
"61",3359376,46018,34694,2596,37064,6595,371139,1359,13381
