sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip,Ia_init,Ip_init,Is_init,Im_init,Hr_init,Hd_init,R0_init,D0_init
2020-09-30,2021-05-15,76,0.875,0.45,0.225,0.93125,2021-05-15,0,0,0,0,1,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,2021-05-15,76,0.775,0.65,0.125,0.95625,2021-05-15,0,0,0,0,2,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,2021-05-15,76,0.725,0.75,0.275,0.94375,2021-05-15,0,0,0,0,3,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,2021-05-15,76,0.825,0.55,0.175,0.96875,2021-05-15,0,0,0,0,4,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,2021-05-15,76,0.8125,0.425,0.2875,0.934375,2021-05-15,0,0.437031183531068,0.824903708855671,1.48026291700221,5,2021-07-30,-304.27228026955,1.60817099189152,0.526489692837178,3797.3082939516,0.391344281008685,1373.90030551261,232.574024508768,87.4493194491069,1177.55699261168,126.648856848136,41.3483865506682,631828.638839596,1524.82643960676
