"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6343897,746,445,9,186,26,35,8,122
"2",6343539,846,509,17,304,27,104,12,181
"3",6343073,1020,579,22,406,29,215,14,207
"4",6342501,1241,679,26,502,32,364,15,236
"5",6341809,1505,812,31,607,35,547,18,277
"6",6340969,1826,978,36,730,39,768,21,332
"7",6339949,2216,1182,42,879,44,1033,25,401
"8",6338706,2696,1432,49,1061,49,1352,29,485
"9",6337187,3285,1739,58,1284,56,1736,34,589
"10",6335327,4012,2116,69,1557,64,2201,41,716
"11",6333045,4911,2579,82,1892,73,2764,48,872
"12",6330239,6023,3151,97,2304,84,3447,57,1064
"13",6326782,7403,3858,115,2811,98,4278,68,1302
"14",6322519,9114,4733,137,3438,114,5290,81,1597
"15",6317246,11244,5818,163,4214,133,6527,96,1961
"16",6310719,13894,7165,195,5176,156,8041,115,2415
"17",6302631,17191,8840,233,6369,183,9898,138,2978
"18",6292596,21299,10924,279,7852,215,12181,165,3679
"19",6280138,26414,13517,334,9696,255,14991,198,4552
"20",6264670,32774,16748,401,11992,302,18458,238,5639
"21",6245477,40665,20770,482,14850,359,22742,286,6994
"22",6221679,50440,25763,580,18414,427,28042,345,8685
"23",6192237,62490,31953,699,22850,510,34606,416,10786
"24",6155922,77257,39609,844,28361,609,42744,502,13390
"25",6111316,95222,49026,1019,35198,729,52833,606,16616
"26",6056857,116846,60549,1230,43642,875,65347,733,20581
"27",5990897,142514,74516,1486,54034,1051,80848,885,25439
"28",5911822,172446,91261,1792,66734,1263,100028,1066,31333
"29",5818278,206525,111044,2156,82122,1520,123699,1281,38400
"30",5709431,244155,133980,2588,100551,1829,152811,1535,46746
"31",5585307,284091,159916,3093,122302,2199,188438,1828,56424
"32",5447163,324273,188348,3673,147495,2641,231751,2162,67367
"33",5297674,361942,218280,4329,175991,3165,283964,2535,79354
"34",5140898,393911,248185,5052,207273,3781,346245,2937,91965
"35",4981834,417144,276109,5829,240346,4497,419586,3361,104545
"36",4825570,429567,299900,6636,273733,5319,504621,3788,116263
"37",4676223,430786,317635,7443,305536,6248,601474,4202,126191
"38",4536060,422400,328082,8224,333691,7280,709607,4588,133513
"39",4405147,407655,331099,8955,356330,8408,827751,4938,137704
"40",4281622,390609,327714,9627,372162,9620,953992,5253,138704
"41",4162419,375123,319921,10245,380764,10904,1085968,5543,136938
"42",4044079,364107,310183,10835,382727,12248,1221165,5830,133264
"43",3923370,359260,300877,11431,379478,13645,1357284,6138,128725
"44",3797649,361100,293945,12072,372948,15096,1492535,6488,124325
"45",3664989,369245,290656,12797,365255,16605,1625800,6899,120905
"46",3524182,382726,291608,13633,358300,18184,1756711,7381,118991
"47",3374700,400238,296792,14595,353599,19850,1885571,7935,118851
