"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6344943,206,111,4,45,26,10,3,30
"2",6344822,256,134,6,73,26,27,4,44
"3",6344661,329,164,8,101,26,56,5,53
"4",6344453,423,206,10,131,27,94,6,65
"5",6344190,540,262,13,168,28,144,8,82
"6",6343854,690,335,17,214,29,207,10,104
"7",6343426,880,427,21,273,31,287,13,133
"8",6342880,1123,545,27,348,33,390,17,169
"9",6342183,1432,695,34,443,37,520,21,216
"10",6341294,1827,887,44,566,41,686,27,275
"11",6340161,2331,1131,56,722,47,898,34,351
"12",6338715,2973,1443,71,921,55,1167,44,448
"13",6336869,3793,1842,90,1175,65,1511,56,571
"14",6334515,4839,2349,115,1500,78,1950,71,730
"15",6331511,6173,2997,147,1913,94,2509,91,930
"16",6327682,7874,3822,187,2440,116,3223,116,1187
"17",6322799,10042,4876,239,3113,143,4133,147,1514
"18",6316574,12805,6218,305,3972,178,5293,188,1932
"19",6308638,16325,7930,388,5066,223,6774,239,2464
"20",6298530,20804,10111,495,6462,280,8663,305,3143
"21",6285659,26502,12888,631,8241,353,11071,389,4007
"22",6269280,33743,16422,803,10508,447,14142,495,5108
"23",6248455,42933,20916,1023,13395,566,18057,630,6510
"24",6222009,54573,26629,1302,17066,717,23048,803,8291
"25",6188475,69290,33868,1658,21737,911,29406,1022,10557
"26",6146028,87844,43036,2109,27669,1157,37504,1299,13427
"27",6092430,111150,54617,2679,35192,1469,47809,1648,17062
"28",6024957,140297,69198,3400,44709,1867,60917,2092,21653
"29",5940353,176523,87490,4308,56730,2371,77570,2647,27439
"30",5834789,221214,110325,5451,71859,3010,98698,3346,34692
"31",5703897,275827,138637,6881,90829,3818,125456,4218,43748
"32",5542903,341705,173477,8660,114487,4838,159276,5298,54978
"33",5346834,419947,215880,10858,143806,6119,201901,6627,68797
"34",5111015,510956,266830,13551,179832,7724,255437,8246,85614
"35",4831724,614054,327010,16811,223641,9725,322380,10191,105821
"36",4507154,726883,396575,20706,276206,12202,405620,12493,129684
"37",4138486,844904,474793,25272,338232,15246,508411,15157,157271
"38",3730988,961053,559709,30503,409874,18950,634267,18157,188275
"39",3294713,1065932,647756,36328,490459,23403,786754,21428,221922
"40",2844328,1148757,733683,42582,578129,28677,969188,24836,256797
"41",2397824,1199140,810815,48980,669582,34819,1184184,28178,290810
"42",1974080,1209389,871782,55142,760005,41823,1433124,31214,321315
"43",1589733,1176701,909776,60593,843317,49619,1715605,33655,345384
"44",1256515,1104164,919979,64828,912844,58065,2028950,35228,360324
"45",979766,1000165,900734,67418,962312,66936,2368013,35750,364243
"46",758630,876417,853996,68062,986970,75942,2725327,35129,356493
"47",587619,745213,784912,66683,984501,84754,3091663,33435,337865
"48",458731,617129,700615,63431,955432,93042,3456964,30854,310414
"49",363341,499719,608802,58630,902950,100511,3811393,27644,276971
"50",293518,397225,516422,52753,832174,106931,4146322,24109,240586
"51",242659,311113,428864,46293,749226,112160,4455030,20524,204006
"52",205607,240885,349683,39712,660240,116139,4733079,17097,169364
"53",178523,184905,280715,33383,570620,118886,4978314,13982,138050
"54",158614,141052,222424,27563,484650,120486,5190555,11255,110797
"55",143888,107142,174350,22404,405299,121064,5371198,8939,87771
"56",132925,81158,135496,17967,334317,120762,5522721,7022,68780
"57",124714,61381,104573,14246,272477,119731,5648224,5468,53442
"58",118537,46391,80270,11185,219760,118115,5751086,4227,41242
"59",113870,35062,61367,8714,175629,116043,5834660,3250,31650
"60",110330,26512,46776,6745,139261,113626,5902094,2488,24191
"61",107642,20058,35581,5194,109678,110962,5956229,1900,18438
"62",105596,15188,27029,3984,85880,108130,5999539,1447,14022
"63",104037,11509,20515,3046,66917,105188,6034133,1100,10651
"64",102848,8729,15564,2324,51927,102190,6061763,836,8084
"65",101941,6626,11807,1770,40153,99171,6083877,635,6132
"66",101250,5033,8959,1347,30957,96161,6101639,482,4652
"67",100723,3825,6799,1024,23812,93180,6115983,366,3529
"68",100320,2910,5161,778,18278,90245,6127654,278,2679
"69",100012,2214,3920,591,14008,87367,6137233,211,2033
"70",99778,1685,2979,449,10722,84553,6145179,161,1544
"71",99599,1283,2264,342,8197,81810,6151850,122,1173
"72",99463,977,1722,260,6263,79139,6157521,93,892
"73",99359,744,1310,198,4781,76545,6162408,71,678
"74",99279,567,997,150,3649,74027,6166676,54,516
"75",99219,432,759,114,2783,71584,6170453,41,392
"76",99173,329,578,87,2122,69217,6173838,31,299
"77",99137,251,440,66,1618,66924,6176908,24,228
"78",99110,191,336,50,1234,64704,6179719,18,173
"79",99090,146,256,38,940,62556,6182319,14,132
"80",99074,111,195,29,717,60476,6184742,11,101
"81",99062,85,148,22,546,58466,6187015,8,77
"82",99053,65,113,17,416,56521,6189160,6,58
"83",99046,49,86,13,317,54639,6191194,5,45
"84",99041,38,66,10,242,52820,6193129,4,34
"85",99037,29,50,8,184,51061,6194977,3,26
"86",99034,22,38,6,140,49360,6196745,2,20
"87",99032,17,29,4,107,47715,6198441,2,15
"88",99030,13,22,3,81,46125,6200070,1,11
"89",99028,10,17,3,62,44588,6201637,1,9
"90",99027,7,13,2,47,43102,6203146,1,7
"91",99027,6,10,2,36,41665,6204600,1,5
"92",99026,4,8,1,28,40276,6206002,0,4
"93",99026,3,6,1,21,38934,6207354,0,3
"94",99025,3,4,1,16,37636,6208660,0,2
"95",99025,2,3,1,12,36382,6209920,0,2
"96",99025,1,3,0,9,35169,6211137,0,1
"97",99025,1,2,0,7,33997,6212313,0,1
"98",99024,1,1,0,5,32864,6213448,0,1
"99",99024,1,1,0,4,31769,6214546,0,1
"100",99024,1,1,0,3,30709,6215607,0,0
"101",99024,0,1,0,2,29685,6216632,0,0
"102",99024,0,0,0,2,28696,6217622,0,0
"103",99024,0,0,0,1,27739,6218579,0,0
"104",99024,0,0,0,1,26815,6219505,0,0
"105",99024,0,0,0,1,25921,6220399,0,0
"106",99024,0,0,0,1,25057,6221263,0,0
"107",99024,0,0,0,0,24222,6222098,0,0
"108",99024,0,0,0,0,23414,6222906,0,0
"109",99024,0,0,0,0,22634,6223687,0,0
"110",99024,0,0,0,0,21879,6224442,0,0
"111",99024,0,0,0,0,21150,6225171,0,0
"112",99024,0,0,0,0,20444,6225876,0,0
"113",99024,0,0,0,0,19763,6226558,0,0
"114",99024,0,0,0,0,19104,6227217,0,0
"115",99024,0,0,0,0,18467,6227854,0,0
"116",99024,0,0,0,0,17852,6228469,0,0
"117",99024,0,0,0,0,17257,6229064,0,0
"118",99024,0,0,0,0,16681,6229640,0,0
"119",99024,0,0,0,0,16125,6230196,0,0
"120",99024,0,0,0,0,15588,6230733,0,0
