OnsetDate,CaseNum,CaseSum,UncaseNum,UncaseSum
2020-03-25,1394,1394,18520,18520
2020-03-26,299,1693,3972,22492
2020-03-27,346,2039,4596,27089
2020-03-28,390,2429,5181,32270
2020-03-29,439,2868,5832,38103
2020-03-30,461,3329,6124,44228
2020-03-31,510,3839,6775,51003
2020-04-01,540,4379,7174,58178
2020-04-02,558,4937,7413,65591
2020-04-03,576,5513,7652,73244
2020-04-04,588,6101,7812,81056
