"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6554162,6713,5108,721,4906,2120,88725,368,1793
"2",6551755,6806,5202,730,5057,2170,90736,378,1843
"3",6549294,6920,5287,742,5190,2219,92804,385,1877
"4",6546783,7044,5375,753,5308,2269,94923,391,1908
"5",6544225,7174,5466,765,5418,2319,97088,398,1939
"6",6541620,7305,5564,778,5522,2369,99298,404,1972
"7",6538969,7437,5664,792,5625,2420,101548,411,2007
"8",6536271,7571,5766,806,5729,2471,103841,419,2044
"9",6533525,7706,5870,820,5834,2523,106177,426,2080
"10",6530731,7843,5975,835,5940,2576,108555,434,2118
"11",6527886,7983,6081,850,6049,2629,110977,442,2157
"12",6524993,8124,6189,865,6157,2683,113444,450,2194
"13",6522048,8268,6299,881,6267,2738,115955,458,2233
"14",6519053,8412,6412,896,6379,2793,118511,466,2273
"15",6516006,8558,6524,912,6494,2849,121112,474,2314
"16",6512906,8706,6639,928,6608,2906,123761,482,2354
"17",6509753,8857,6755,945,6724,2964,126457,491,2395
"18",6506547,9010,6873,961,6843,3022,129200,500,2437
"19",6503286,9164,6991,978,6963,3082,131992,508,2480
"20",6499970,9320,7111,995,7085,3142,134832,517,2523
"21",6496597,9479,7233,1012,7208,3203,137723,526,2566
"22",6493168,9640,7357,1029,7332,3265,140665,535,2610
"23",6489682,9801,7482,1047,7458,3328,143657,544,2654
"24",6486138,9966,7608,1065,7586,3391,146701,554,2700
"25",6482536,10131,7738,1083,7715,3456,149797,563,2745
"26",6478874,10299,7867,1101,7847,3521,152946,572,2792
"27",6475152,10469,7998,1120,7979,3587,156149,582,2838
"28",6471372,10640,8130,1139,8114,3654,159406,592,2886
"29",6467530,10812,8265,1158,8248,3722,162719,601,2933
"30",6463627,10987,8401,1177,8386,3791,166086,612,2981
"31",6459661,11164,8537,1196,8526,3861,169510,621,3031
"32",6455632,11343,8675,1215,8666,3932,172991,631,3080
"33",6451541,11523,8815,1236,8808,4003,176530,642,3130
