"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6645758,2907,2316,286,2021,452,8715,151,790
"2",6644872,2791,2312,301,2170,485,9525,162,846
"3",6643955,2745,2269,308,2265,519,10394,161,844
"4",6643025,2728,2229,309,2312,553,11299,158,828
"5",6642095,2718,2201,306,2329,586,12221,155,814
"6",6641167,2709,2181,303,2329,617,13149,153,803
"7",6640244,2698,2167,300,2322,647,14078,152,796
"8",6639327,2685,2155,297,2312,676,15003,151,791
"9",6638414,2672,2144,295,2301,703,15926,150,786
"10",6637506,2659,2133,294,2291,729,16844,149,783
"11",6636603,2645,2123,292,2279,753,17760,149,779
"12",6635704,2631,2112,291,2268,777,18672,148,775
"13",6634810,2618,2101,289,2257,799,19580,147,771
"14",6633921,2605,2090,288,2246,821,20485,147,767
"15",6633036,2592,2079,286,2234,841,21386,146,763
"16",6632156,2579,2069,285,2223,861,22283,145,759
"17",6631280,2565,2058,283,2211,880,23177,144,755
"18",6630409,2552,2048,282,2200,898,24067,144,751
"19",6629543,2538,2038,280,2189,915,24952,143,748
"20",6628681,2525,2026,279,2178,931,25835,142,744
"21",6627824,2511,2016,278,2167,946,26713,141,740
"22",6626971,2499,2005,276,2156,961,27587,141,736
"23",6626122,2486,1995,275,2145,975,28458,140,732
"24",6625279,2472,1985,273,2133,988,29324,139,728
"25",6624440,2459,1974,272,2122,1001,30187,139,724
"26",6623605,2446,1963,270,2111,1013,31046,137,721
"27",6622775,2432,1954,269,2100,1024,31901,137,717
"28",6621949,2419,1943,268,2089,1035,32752,136,713
"29",6621127,2407,1933,266,2079,1045,33599,135,710
"30",6620311,2394,1922,265,2067,1054,34442,135,705
"31",6619498,2381,1911,263,2056,1063,35281,134,702
"32",6618689,2369,1901,262,2045,1072,36117,133,698
"33",6617886,2356,1891,260,2034,1080,36948,133,694
"34",6617087,2342,1882,259,2024,1087,37774,132,690
"35",6616292,2329,1871,258,2013,1094,38597,131,687
"36",6615502,2317,1860,256,2002,1101,39417,131,683
"37",6614715,2304,1851,255,1991,1107,40232,130,679
"38",6613934,2291,1841,254,1980,1112,41044,129,676
"39",6613156,2279,1830,252,1970,1117,41851,128,672
"40",6612383,2266,1820,251,1959,1122,42655,127,668
"41",6611614,2254,1810,249,1948,1126,43454,127,664
"42",6610849,2241,1800,248,1937,1131,44249,126,661
"43",6610088,2229,1790,247,1926,1134,45040,126,657
"44",6609333,2216,1780,245,1916,1138,45827,125,654
"45",6608581,2204,1771,244,1905,1140,46610,124,650
"46",6607833,2191,1761,243,1894,1143,47390,124,646
