"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6658504,1192,816,107,520,116,1200,51,248
"2",6658059,1225,872,113,635,130,1420,61,294
"3",6657562,1300,916,120,730,144,1683,65,314
"4",6657021,1393,966,127,809,160,1981,68,330
"5",6656440,1494,1026,134,878,175,2308,72,348
"6",6655817,1601,1095,141,945,192,2663,76,370
"7",6655150,1716,1171,151,1014,209,3044,81,395
"8",6654437,1838,1254,160,1087,227,3453,87,422
"9",6653673,1968,1342,171,1164,246,3890,93,452
"10",6652855,2107,1438,183,1247,266,4359,100,484
"11",6651980,2255,1539,196,1335,288,4861,107,518
"12",6651043,2414,1648,210,1430,311,5398,114,555
"13",6650040,2585,1764,225,1531,336,5974,122,594
"14",6648966,2768,1888,241,1639,362,6591,131,636
"15",6647817,2962,2021,258,1755,390,7251,140,681
"16",6646587,3171,2164,276,1879,420,7958,150,729
"17",6645270,3394,2316,296,2011,452,8715,161,780
"18",6643861,3633,2480,316,2153,487,9526,172,835
"19",6642352,3889,2654,339,2304,523,10394,184,894
"20",6640739,4161,2841,362,2466,562,11323,197,957
"21",6639011,4454,3041,388,2640,604,12317,211,1024
"22",6637163,4766,3255,415,2826,648,13381,226,1096
"23",6635185,5101,3483,445,3024,696,14520,242,1173
"24",6633069,5459,3727,476,3237,747,15740,259,1256
"25",6630804,5841,3989,509,3464,801,17046,277,1344
"26",6628383,6249,4268,545,3708,860,18443,297,1438
"27",6625791,6685,4568,583,3967,922,19938,317,1539
"28",6623019,7152,4887,624,4246,988,21538,339,1647
"29",6620054,7650,5230,668,4543,1059,23251,363,1762
"30",6616883,8184,5593,715,4862,1135,25083,388,1885
"31",6613492,8753,5984,764,5202,1216,27043,415,2016
"32",6609865,9361,6400,818,5566,1303,29141,445,2157
"33",6605989,10010,6845,875,5954,1396,31386,475,2308
"34",6601844,10703,7321,936,6368,1495,33788,508,2467
"35",6597414,11443,7828,1001,6812,1601,36356,544,2640
"36",6592679,12231,8371,1070,7285,1715,39104,581,2822
"37",6587619,13074,8948,1145,7790,1836,42043,622,3018
"38",6582213,13971,9566,1224,8330,1966,45185,665,3226
"39",6576438,14929,10224,1308,8906,2104,48546,710,3449
"40",6570270,15949,10928,1398,9520,2252,52138,759,3685
"41",6563684,17037,11675,1494,10177,2410,55979,812,3939
"42",6556652,18193,12475,1597,10876,2579,60084,867,4209
"43",6549147,19424,13326,1707,11622,2759,64471,926,4496
"44",6541137,20735,14231,1824,12418,2952,69159,990,4804
"45",6532591,22131,15193,1948,13265,3157,74168,1057,5130
"46",6523476,23615,16219,2080,14168,3377,79521,1128,5477
"47",6513757,25190,17311,2221,15129,3611,85236,1205,5847
"48",6503398,26863,18471,2371,16152,3860,91340,1286,6241
