E0,sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
4,2020-06-21,2020-09-27,76,0.875,0.45,0.225,0.93125,2020-09-28,1,0,0,0,1,2020-12-13,0,0,0,0,NA
6,2020-06-21,2020-09-27,76,0.775,0.65,0.125,0.95625,2020-09-28,1,0,0,0,2,2020-12-13,0,0,0,0,NA
5,2020-06-21,2020-09-27,76,0.725,0.75,0.275,0.94375,2020-09-28,1,0,0,0,3,2020-12-13,0,0,0,0,NA
3,2020-06-21,2020-09-27,76,0.825,0.55,0.175,0.96875,2020-09-28,1,0,0,0,4,2020-12-13,0,0,0,0,NA
4,2020-06-21,2020-09-27,76,0.8125,0.425,0.2875,0.934375,2020-09-28,1,0.118949364241807,0.0622640562853866,0.166105392138242,5,2020-12-13,-887.959694388161,0.802835313303844,0.475056443727541,0,0.628165703126809
