sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-01-26,2020-03-07,76,0.875,0.45,2020-03-18,11,0,0,0,0,1,2020-06-02,0,0,0,0,0
2020-02-03,2020-03-02,76,0.775,0.65,2020-03-18,16,0,0,0,0,2,2020-06-02,0,0,0,0,0
2020-01-22,2020-03-04,76,0.725,0.75,2020-03-18,14,0,0,0,0,3,2020-06-02,0,0,0,0,0
2020-01-30,2020-03-09,76,0.825,0.55,2020-03-18,9,0,0,0,0,4,2020-06-02,0,0,0,0,0
2020-01-25,2020-03-04,76,0.8125,0.425,2020-03-18,14,0.92257242820591,0.956838221122059,0.17344083034654,0.194722139867159,5,2020-06-02,-24.3085361626573,2.90492793917164,2.16338391644302,6.4033287947579,0.747425356425401
