"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6757060,64,34,3,12,26,4,2,8
"2",6757022,80,41,5,19,26,10,3,11
"3",6756970,104,51,7,26,26,19,4,14
"4",6756904,134,65,9,34,26,31,5,17
"5",6756820,172,83,11,44,27,47,7,22
"6",6756711,221,106,14,56,28,66,8,28
"7",6756572,284,136,18,72,29,91,11,35
"8",6756394,364,175,22,93,31,123,14,45
"9",6756166,467,225,29,119,34,164,18,58
"10",6755872,599,288,37,153,37,216,23,75
"11",6755496,769,369,47,196,42,283,29,96
"12",6755013,987,474,60,252,49,368,37,123
"13",6754393,1267,608,78,323,57,477,48,158
"14",6753597,1625,781,100,415,68,617,62,203
"15",6752576,2086,1001,127,532,83,797,79,261
"16",6751265,2677,1285,163,683,101,1027,101,334
"17",6749584,3436,1649,209,877,125,1323,130,430
"18",6747425,4410,2117,268,1126,156,1701,166,551
"19",6744654,5660,2717,344,1445,195,2187,213,708
"20",6741099,7263,3487,441,1855,246,2811,273,908
"21",6736538,9320,4475,566,2383,311,3610,350,1167
"22",6730685,11959,5743,725,3058,395,4637,448,1497
"23",6723179,15342,7369,929,3926,503,5955,575,1922
"24",6713555,19675,9456,1191,5039,641,7646,737,2467
"25",6701222,25224,12130,1527,6468,818,9815,945,3166
"26",6685424,32323,15555,1956,8301,1045,12599,1210,4063
"27",6665210,41391,19938,2507,10650,1337,16171,1551,5212
"28",6639362,52966,25542,3210,13661,1710,20752,1985,6683
"29",6606370,67694,32701,4110,17515,2188,26626,2542,8564
"30",6564325,86396,41826,5257,22444,2800,34156,3250,10968
"31",6510873,110056,53432,6721,28736,3583,43802,4153,14032
"32",6443129,139848,68151,8582,36761,4584,56146,5299,17932
"33",6357604,177149,86748,10947,46960,5861,71934,6754,22875
"34",6250166,223502,110116,13940,59889,7490,92100,8592,29124
"35",6116073,280523,139311,17707,76217,9564,117807,10898,36979
"36",5950070,349794,175472,22431,96726,12197,150513,13781,46790
"37",5746669,432575,219801,28308,122310,15529,192011,17351,58941
"38",5500641,529440,273398,35558,153972,19730,244465,21731,73836
"39",5207762,639754,337094,44403,192717,24998,310476,27032,91837
"40",4865863,761043,411141,55039,239478,31564,393075,33347,113216
"41",4476032,888444,494815,67593,294950,39685,495684,40705,138050
"42",4043790,1014327,586039,82079,359315,49627,622027,49059,166077
"43",3579722,1128628,681005,98305,432002,61654,775887,58211,196588
"44",3099328,1219839,774097,115853,511296,75982,960809,67828,228264
"45",2621505,1277023,858174,133951,594195,92759,1179594,77355,259207
"46",2166025,1292143,925409,151549,676312,111989,1433776,86112,287013
"47",1750428,1262172,968621,167347,752144,133514,1722976,93314,309041
"48",1387318,1190061,982697,179952,815731,156954,2044489,98201,322944
"49",1082969,1084041,965810,188126,861485,181714,2393058,100219,327038
"50",837378,955823,919704,191031,885203,207011,2761054,99131,320784
"51",645678,817929,849423,188338,884821,231947,3139067,95019,304857
"52",500096,681458,762163,180335,860687,255605,3516858,88333,280978
"53",391823,554749,665772,167868,815498,277140,3884353,79772,251601
"54",312463,442811,567606,152117,753644,295880,4232682,70113,219352
"55",254765,347815,473510,134437,680437,311370,4554870,60124,186666
