,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,42011,smoothed_wcli,2020-04-06,2020-09-03,150,2.3611382,1.2364189,101.2623,county,fb-survey
1,42017,smoothed_wcli,2020-04-06,2020-09-03,150,0.3291139,0.3123373,163.7745,county,fb-survey
2,42029,smoothed_wcli,2020-04-06,2020-09-03,150,0.0,0.4246849,102.237,county,fb-survey
3,42045,smoothed_wcli,2020-04-06,2020-09-03,150,1.6981068,0.957298,115.3673,county,fb-survey
4,42071,smoothed_wcli,2020-04-06,2020-09-03,150,0.5204739,0.6386375,119.7325,county,fb-survey
5,42091,smoothed_wcli,2020-04-06,2020-09-03,150,0.8311983,0.5191814,203.1315,county,fb-survey
6,42101,smoothed_wcli,2020-04-06,2020-09-03,150,0.4990023,0.3631381,299.9918,county,fb-survey
7,42133,smoothed_wcli,2020-04-06,2020-09-03,150,0.5307033,0.5189655,107.9287,county,fb-survey
8,42011,smoothed_wcli,2020-04-07,2020-09-03,149,1.1203214,0.4732878,334.0033,county,fb-survey
9,42017,smoothed_wcli,2020-04-07,2020-09-03,149,0.4213597,0.1971227,631.2408,county,fb-survey
10,42029,smoothed_wcli,2020-04-07,2020-09-03,149,0.303834,0.2668532,403.2999,county,fb-survey
11,42041,smoothed_wcli,2020-04-07,2020-09-03,149,0.9665681,0.5568823,238.286,county,fb-survey
12,42043,smoothed_wcli,2020-04-07,2020-09-03,149,0.5183206,0.3835749,248.9367,county,fb-survey
13,42045,smoothed_wcli,2020-04-07,2020-09-03,149,0.7403564,0.3381673,446.1672,county,fb-survey
14,42071,smoothed_wcli,2020-04-07,2020-09-03,149,0.7973326,0.3674529,442.9759,county,fb-survey
15,42077,smoothed_wcli,2020-04-07,2020-09-03,149,0.6810946,0.3474066,295.8163,county,fb-survey
16,42091,smoothed_wcli,2020-04-07,2020-09-03,149,0.415198,0.2158185,746.3228,county,fb-survey
17,42095,smoothed_wcli,2020-04-07,2020-09-03,149,0.6851624,0.4214398,297.6624,county,fb-survey
18,42101,smoothed_wcli,2020-04-07,2020-09-03,149,0.5306146,0.1902494,1082.9672,county,fb-survey
19,42133,smoothed_wcli,2020-04-07,2020-09-03,149,0.6106341,0.3660914,397.2665,county,fb-survey
20,42011,smoothed_wcli,2020-04-08,2020-09-03,148,0.9683839,0.3745016,582.6023,county,fb-survey
21,42017,smoothed_wcli,2020-04-08,2020-09-03,148,0.4439485,0.1678412,1027.4107,county,fb-survey
22,42029,smoothed_wcli,2020-04-08,2020-09-03,148,0.2735671,0.1809182,722.0078,county,fb-survey
23,42041,smoothed_wcli,2020-04-08,2020-09-03,148,0.64169,0.330638,420.4863,county,fb-survey
24,42043,smoothed_wcli,2020-04-08,2020-09-03,148,0.7640673,0.5011377,402.0187,county,fb-survey
25,42045,smoothed_wcli,2020-04-08,2020-09-03,148,0.6966412,0.2793176,786.6342,county,fb-survey
