"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6654753,16519,12968,2257,10654,4186,55865,1029,4304
"2",6649477,16098,13026,2190,11530,4423,60456,1088,4551
"3",6644051,15973,12915,2163,12125,4640,65335,1093,4570
"4",6638549,15968,12807,2140,12475,4846,70417,1083,4532
"5",6633012,15998,12745,2120,12666,5041,75619,1074,4494
"6",6627463,16032,12720,2104,12771,5227,80886,1069,4472
"7",6621910,16056,12719,2095,12830,5403,86190,1067,4463
"8",6616352,16077,12725,2090,12870,5572,91516,1067,4464
"9",6610792,16094,12736,2088,12898,5735,96859,1067,4465
"10",6605230,16107,12747,2089,12919,5892,102218,1068,4469
"11",6599666,16118,12759,2089,12937,6044,107589,1069,4473
"12",6594102,16123,12770,2091,12953,6191,112972,1070,4477
"13",6588535,16131,12777,2093,12967,6333,118366,1071,4481
"14",6582968,16135,12785,2094,12980,6471,123769,1072,4484
"15",6577402,16138,12789,2095,12990,6604,129183,1072,4487
"16",6571838,16137,12793,2096,12998,6733,134606,1072,4488
"17",6566276,16135,12795,2098,13005,6858,140036,1073,4489
"18",6560718,16129,12796,2098,13010,6979,145472,1073,4489
"19",6555162,16123,12796,2098,13012,7096,150914,1073,4489
"20",6549611,16115,12792,2098,13016,7209,156361,1073,4490
"21",6544064,16105,12787,2098,13017,7318,161813,1073,4489
"22",6538522,16094,12781,2098,13016,7424,167269,1073,4487
"23",6532987,16079,12774,2097,13012,7526,172727,1072,4484
"24",6527458,16065,12764,2096,13008,7625,178188,1071,4483
"25",6521937,16046,12754,2094,13001,7720,183650,1070,4479
"26",6516423,16027,12742,2092,12994,7812,189112,1069,4476
"27",6510919,16004,12729,2091,12984,7900,194575,1069,4471
"28",6505424,15980,12714,2088,12974,7985,200037,1067,4467
"29",6499939,15954,12696,2086,12962,8067,205497,1066,4462
"30",6494465,15927,12678,2084,12947,8146,210955,1065,4455
"31",6489003,15897,12658,2081,12933,8221,216409,1063,4449
"32",6483553,15865,12636,2077,12915,8294,221860,1061,4442
"33",6478115,15833,12612,2074,12897,8364,227307,1060,4435
"34",6472692,15795,12589,2071,12877,8431,232748,1058,4427
"35",6467282,15759,12561,2068,12854,8495,238183,1056,4418
"36",6461885,15722,12534,2064,12829,8556,243612,1053,4407
"37",6456505,15681,12505,2060,12804,8615,249033,1052,4399
"38",6451141,15637,12475,2055,12777,8671,254446,1048,4388
"39",6445793,15593,12443,2050,12750,8724,259849,1046,4379
"40",6440463,15547,12410,2045,12720,8775,265243,1043,4366
"41",6435150,15499,12375,2039,12689,8823,270626,1040,4355
"42",6429856,15449,12339,2034,12657,8869,275999,1038,4343
"43",6424580,15398,12301,2028,12622,8913,281360,1035,4330
"44",6419323,15346,12262,2022,12586,8953,286709,1032,4316
"45",6414086,15291,12223,2016,12550,8992,292045,1028,4303
"46",6408869,15235,12181,2010,12512,9028,297367,1025,4289
"47",6403673,15177,12139,2003,12473,9062,302675,1021,4275
"48",6398499,15118,12094,1997,12431,9094,307970,1018,4260
