sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-01-21,2020-03-11,76,0.875,0.45,0.225,0.93125,2020-03-25,14,0,0,0,1,2020-06-09,0,0,0,0,0
2020-01-21,2020-03-10,76,0.775,0.65,0.125,0.95625,2020-03-25,15,0,0,0,2,2020-06-09,0,0,0,0,0
2020-01-21,2020-03-11,76,0.725,0.75,0.275,0.94375,2020-03-25,14,0,0,0,3,2020-06-09,0,0,0,0,0
2020-01-21,2020-03-12,76,0.825,0.55,0.175,0.96875,2020-03-25,13,0,0,0,4,2020-06-09,0,0,0,0,0
2020-01-21,2020-03-11,76,0.8125,0.425,0.2875,0.934375,2020-03-25,14,0.47650521174337,0.0149558019472804,0.0248849390907887,5,2020-06-09,-18.8215698895867,3.30685224896952,0.885971525788613,3.99391732184108,0.267881583364511
