OnsetDate,CaseNum,CaseSum,UncaseNum,UncaseSum
2020-06-21,1395,46025,68355,2255225
2020-06-22,1580,47605,77420,2332645
2020-06-23,1654,49259,81046,2413691
2020-06-24,1770,51029,86730,2500421
2020-06-25,1824,52853,89376,2589797
2020-06-26,2002,54855,98098,2687895
2020-06-27,2156,57011,105644,2793539
2020-06-28,2392,59403,117208,2910747
2020-06-29,2665,62068,130585,3041332
2020-06-30,2797,64865,137053,3178385
2020-07-01,2899,67764,142051,3320436
2020-07-02,3123,70887,153027,3473463
2020-07-03,3181,74068,155869,3629332
2020-07-04,3324,77392,162876,3792208
2020-07-05,3429,80821,168021,3960229
2020-07-06,3733,84554,182917,4143146
2020-07-07,3945,88499,193305,4336451
2020-07-08,4080,92579,199920,4536371
2020-07-09,4128,96707,202272,4738643
2020-07-10,4259,100966,208691,4947334
2020-07-11,4247,105213,208103,5155437
2020-07-12,4275,109488,209475,5364912
2020-07-13,4421,113909,216629,5581541
2020-07-14,4560,118469,223440,5804981
2020-07-15,4557,123026,223293,6028274
2020-07-16,4613,127639,226037,6254311
2020-07-17,4624,132263,226576,6480887
2020-07-18,4695,136958,230055,6710942
2020-07-19,4636,141594,227164,6938106
2020-07-20,4571,146165,223979,7162085
2020-07-21,4622,150787,226478,7388563
2020-07-22,4636,155423,227164,7615727
2020-07-23,4580,160003,224420,7840147
2020-07-24,4594,164597,225106,8065253
2020-07-25,4534,169131,222166,8287419
2020-07-26,4506,173637,220794,8508213
2020-07-27,4352,177989,213248,8721461
2020-07-28,4150,182139,203350,8924811
2020-07-29,3960,186099,194040,9118851
2020-07-30,3759,189858,184191,9303042
2020-07-31,3558,193416,174342,9477384
2020-08-01,3350,196766,164150,9641534
2020-08-02,3242,200008,158858,9800392
2020-08-03,3076,203084,150724,9951116
2020-08-04,2897,205981,141953,10093069
2020-08-05,2744,208725,134456,10227525
2020-08-06,2762,211487,135338,10362863
2020-08-07,2648,214135,129752,10492615
2020-08-08,2503,216638,122647,10615262
2020-08-09,2478,219116,121422,10736684
2020-08-10,2460,221576,120540,10857224
2020-08-11,2412,223988,118188,10975412
2020-08-12,2381,226369,116669,11092081
2020-08-13,2293,228662,112357,11204438
2020-08-14,2221,230883,108829,11313267
2020-08-15,2130,233013,104370,11417637
2020-08-16,2070,235083,101430,11519067
2020-08-17,2009,237092,98441,11617508
2020-08-18,1900,238992,93100,11710608
2020-08-19,1628,240620,79772,11790380
2020-08-20,1527,242147,74823,11865203
2020-08-21,1415,243562,69335,11934538
2020-08-22,1330,244892,65170,11999708
2020-08-23,1296,246188,63504,12063212
2020-08-24,1269,247457,62181,12125393
2020-08-25,1206,248663,59094,12184487
2020-08-26,1352,250015,66248,12250735
2020-08-27,1262,251277,61838,12312573
2020-08-28,1195,252472,58555,12371128
2020-08-29,1148,253620,56252,12427380
2020-08-30,1129,254749,55321,12482701
2020-08-31,1103,255852,54047,12536748
2020-09-01,1062,256914,52038,12588786
2020-09-02,1018,257932,49882,12638668
2020-09-03,979,258911,47971,12686639
2020-09-04,927,259838,45423,12732062
2020-09-05,911,260749,44639,12776701
2020-09-06,904,261653,44296,12820997
2020-09-07,901,262554,44149,12865146
2020-09-08,665,263219,32585,12897731
2020-09-09,678,263897,33222,12930953
2020-09-10,663,264560,32487,12963440
2020-09-11,666,265226,32634,12996074
2020-09-12,660,265886,32340,13028414
2020-09-13,687,266573,33663,13062077
2020-09-14,702,267275,34398,13096475
2020-09-15,692,267967,33908,13130383
2020-09-16,701,268668,34349,13164732
2020-09-17,696,269364,34104,13198836
2020-09-18,685,270049,33565,13232401
2020-09-19,693,270742,33957,13266358
2020-09-20,700,271442,34300,13300658
2020-09-21,709,272151,34741,13335399
2020-09-22,661,272812,32389,13367788
2020-09-23,682,273494,33418,13401206
2020-09-24,652,274146,31948,13433154
2020-09-25,653,274799,31997,13465151
2020-09-26,637,275436,31213,13496364
2020-09-27,639,276075,31311,13527675
2020-09-28,647,276722,31703,13559378
2020-09-29,623,277345,30527,13589905
2020-09-30,618,277963,30282,13620187
2020-10-01,625,278588,30625,13650812
2020-10-02,622,279210,30478,13681290
2020-10-03,621,279831,30429,13711719
2020-10-04,583,280414,28567,13740286
2020-10-05,709,281123,34741,13775027
2020-10-06,665,281788,32585,13807612
2020-10-07,687,282475,33663,13841275
2020-10-08,687,283162,33663,13874938
2020-10-09,695,283857,34055,13908993
2020-10-10,715,284572,35035,13944028
2020-10-11,754,285326,36946,13980974
2020-10-12,792,286118,38808,14019782
2020-10-13,787,286905,38563,14058345
2020-10-14,805,287710,39445,14097790
2020-10-15,788,288498,38612,14136402
2020-10-16,866,289364,42434,14178836
2020-10-17,954,290318,46746,14225582
2020-10-18,922,291240,45178,14270760
2020-10-19,950,292190,46550,14317310
2020-10-20,992,293182,48608,14365918
2020-10-21,1035,294217,50715,14416633
2020-10-22,1086,295303,53214,14469847
2020-10-23,1119,296422,54831,14524678
2020-10-24,1176,297598,57624,14582302
2020-10-25,1167,298765,57183,14639485
2020-10-26,1266,300031,62034,14701519
2020-10-27,1321,301352,64729,14766248
2020-10-28,1402,302754,68698,14834946
2020-10-29,1376,304130,67424,14902370
2020-10-30,1480,305610,72520,14974890
2020-10-31,1525,307135,74725,15049615
2020-11-01,1583,308718,77567,15127182
2020-11-02,1698,310416,83202,15210384
2020-11-03,1689,312105,82761,15293145
2020-11-04,1642,313747,80458,15373603
2020-11-05,1644,315391,80556,15454159
2020-11-06,1657,317048,81193,15535352
2020-11-07,1831,318879,89719,15625071
2020-11-08,1822,320701,89278,15714349
2020-11-09,2019,322720,98931,15813280
2020-11-10,2023,324743,99127,15912407
2020-11-11,2155,326898,105595,16018002
2020-11-12,2179,329077,106771,16124773
2020-11-13,2277,331354,111573,16236346
2020-11-14,2417,333771,118433,16354779
2020-11-15,2454,336225,120246,16475025
2020-11-16,2573,338798,126077,16601102
2020-11-17,2694,341492,132006,16733108
2020-11-18,2813,344305,137837,16870945
2020-11-19,2905,347210,142345,17013290
2020-11-20,2676,349886,131124,17144414
2020-11-21,3018,352904,147882,17292296
2020-11-22,2880,355784,141120,17433416
2020-11-23,2980,358764,146020,17579436
2020-11-24,2971,361735,145579,17725015
2020-11-25,3010,364745,147490,17872505
2020-11-26,3041,367786,149009,18021514
2020-11-27,3081,370867,150969,18172483
2020-11-28,3136,374003,153664,18326147
2020-11-29,3208,377211,157192,18483339
2020-11-30,3262,380473,159838,18643177
2020-12-01,3266,383739,160034,18803211
2020-12-02,3265,387004,159985,18963196
2020-12-03,3525,390529,172725,19135921
2020-12-04,3339,393868,163611,19299532
2020-12-05,3427,397295,167923,19467455
2020-12-06,3454,400749,169246,19636701
2020-12-07,3485,404234,170765,19807466
2020-12-08,3472,407706,170128,19977594
2020-12-09,3433,411139,168217,20145811
2020-12-10,3442,414581,168658,20314469
2020-12-11,3463,418044,169687,20484156
2020-12-12,3510,421554,171990,20656146
2020-12-13,3553,425107,174097,20830243
2020-12-14,3560,428667,174440,21004683
2020-12-15,3596,432263,176204,21180887
2020-12-16,3599,435862,176351,21357238
2020-12-17,3573,439435,175077,21532315
2020-12-18,3590,443025,175910,21708225
2020-12-19,3334,446359,163366,21871591
2020-12-20,3479,449838,170471,22042062
2020-12-21,3438,453276,168462,22210524
2020-12-22,3436,456712,168364,22378888
2020-12-23,3452,460164,169148,22548036
2020-12-24,3466,463630,169834,22717870
2020-12-25,3530,467160,172970,22890840
2020-12-26,3239,470399,158711,23049551
2020-12-27,3718,474117,182182,23231733
2020-12-28,3654,477771,179046,23410779
2020-12-29,3701,481472,181349,23592128
2020-12-30,3806,485278,186494,23778622
2020-12-31,3905,489183,191345,23969967
2021-01-01,4351,493534,213199,24183166
2021-01-02,4411,497945,216139,24399305
2021-01-03,4570,502515,223930,24623235
2021-01-04,4638,507153,227262,24850497
2021-01-05,4611,511764,225939,25076436
2021-01-06,4619,516383,226331,25302767
2021-01-07,4534,520917,222166,25524933
2021-01-08,4879,525796,239071,25764004
2021-01-09,4543,530339,222607,25986611
2021-01-10,4633,534972,227017,26213628
2021-01-11,4638,539610,227262,26440890
2021-01-12,4505,544115,220745,26661635
2021-01-13,4353,548468,213297,26874932
2021-01-14,4203,552671,205947,27080879
2021-01-15,4034,556705,197666,27278545
2021-01-16,3988,560693,195412,27473957
2021-01-17,3992,564685,195608,27669565
2021-01-18,3938,568623,192962,27862527
2021-01-19,3848,572471,188552,28051079
2021-01-20,3770,576241,184730,28235809
2021-01-21,3612,579853,176988,28412797
2021-01-22,3509,583362,171941,28584738
2021-01-23,3484,586846,170716,28755454
2021-01-24,3532,590378,173068,28928522
2021-01-25,3499,593877,171451,29099973
2021-01-26,3437,597314,168413,29268386
2021-01-27,3393,600707,166257,29434643
2021-01-28,3261,603968,159789,29594432
2021-01-29,3162,607130,154938,29749370
2021-01-30,3197,610327,156653,29906023
2021-01-31,3161,613488,154889,30060912
2021-02-01,3091,616579,151459,30212371
2021-02-02,3040,619619,148960,30361331
2021-02-03,3040,622659,148960,30510291
2021-02-04,2977,625636,145873,30656164
2021-02-05,2927,628563,143423,30799587
2021-02-06,2777,631340,136073,30935660
2021-02-07,2803,634143,137347,31073007
2021-02-08,2783,636926,136367,31209374
2021-02-09,2631,639557,128919,31338293
2021-02-10,2643,642200,129507,31467800
2021-02-11,2636,644836,129164,31596964
2021-02-12,2425,647261,118825,31715789
2021-02-13,2427,649688,118923,31834712
2021-02-14,2454,652142,120246,31954958
2021-02-15,2425,654567,118825,32073783
2021-02-16,2369,656936,116081,32189864
2021-02-17,2315,659251,113435,32303299
2021-02-18,2280,661531,111720,32415019
2021-02-19,2266,663797,111034,32526053
2021-02-20,2214,666011,108486,32634539
2021-02-21,2217,668228,108633,32743172
2021-02-22,2309,670537,113141,32856313
2021-02-23,2175,672712,106575,32962888
2021-02-24,2204,674916,107996,33070884
2021-02-25,2283,677199,111867,33182751
2021-02-26,2269,679468,111181,33293932
2021-02-27,2251,681719,110299,33404231
2021-02-28,2231,683950,109319,33513550
2021-03-01,2245,686195,110005,33623555
2021-03-02,2193,688388,107457,33731012
2021-03-03,2137,690525,104713,33835725
2021-03-04,2091,692616,102459,33938184
2021-03-05,2079,694695,101871,34040055
2021-03-06,2086,696781,102214,34142269
2021-03-07,2064,698845,101136,34243405
2021-03-08,2137,700982,104713,34348118
2021-03-09,2001,702983,98049,34446167
2021-03-10,1944,704927,95256,34541423
2021-03-11,1897,706824,92953,34634376
2021-03-12,1856,708680,90944,34725320
2021-03-13,1888,710568,92512,34817832
2021-03-14,1910,712478,93590,34911422
2021-03-15,1923,714401,94227,35005649
2021-03-16,1881,716282,92169,35097818
2021-03-17,1891,718173,92659,35190477
2021-03-18,1871,720044,91679,35282156
2021-03-19,1880,721924,92120,35374276
2021-03-20,1886,723810,92414,35466690
2021-03-21,1949,725759,95501,35562191
2021-03-22,2008,727767,98392,35660583
2021-03-23,1963,729730,96187,35756770
2021-03-24,1991,731721,97559,35854329
2021-03-25,1980,733701,97020,35951349
2021-03-26,2027,735728,99323,36050672
2021-03-27,2054,737782,100646,36151318
2021-03-28,2117,739899,103733,36255051
2021-03-29,2180,742079,106820,36361871
2021-03-30,2125,744204,104125,36465996
2021-03-31,2163,746367,105987,36571983
2021-04-01,2160,748527,105840,36677823
2021-04-02,2228,750755,109172,36786995
2021-04-03,2264,753019,110936,36897931
2021-04-04,2313,755332,113337,37011268
2021-04-05,2361,757693,115689,37126957
2021-04-06,2241,759934,109809,37236766
2021-04-07,2379,762313,116571,37353337
2021-04-08,2342,764655,114758,37468095
2021-04-09,2335,766990,114415,37582510
2021-04-10,2359,769349,115591,37698101
2021-04-11,2388,771737,117012,37815113
2021-04-12,2498,774235,122402,37937515
2021-04-13,2437,776672,119413,38056928
2021-04-14,2423,779095,118727,38175655
2021-04-15,2335,781430,114415,38290070
2021-04-16,2294,783724,112406,38402476
2021-04-17,2239,785963,109711,38512187
2021-04-18,2291,788254,112259,38624446
2021-04-19,2369,790623,116081,38740527
2021-04-20,2183,792806,106967,38847494
2021-04-21,2149,794955,105301,38952795
2021-04-22,2091,797046,102459,39055254
2021-04-23,2028,799074,99372,39154626
2021-04-24,1974,801048,96726,39251352
2021-04-25,1909,802957,93541,39344893
2021-04-26,1893,804850,92757,39437650
2021-04-27,1832,806682,89768,39527418
2021-04-28,1775,808457,86975,39614393
2021-04-29,1709,810166,83741,39698134
2021-04-30,1666,811832,81634,39779768
2021-05-01,1556,813388,76244,39856012
2021-05-02,1533,814921,75117,39931129
2021-05-03,1517,816438,74333,40005462
2021-05-04,1438,817876,70462,40075924
2021-05-05,1396,819272,68404,40144328
2021-05-06,1323,820595,64827,40209155
2021-05-07,1290,821885,63210,40272365
2021-05-08,1228,823113,60172,40332537
2021-05-09,1204,824317,58996,40391533
2021-05-10,1174,825491,57526,40449059
2021-05-11,1130,826621,55370,40504429
2021-05-12,1088,827709,53312,40557741
2021-05-13,1046,828755,51254,40608995
2021-05-14,1013,829768,49637,40658632
2021-05-15,963,830731,47187,40705819
2021-05-16,968,831699,47432,40753251
2021-05-17,964,832663,47236,40800487
2021-05-18,923,833586,45227,40845714
2021-05-19,882,834468,43218,40888932
2021-05-20,827,835295,40523,40929455
2021-05-21,794,836089,38906,40968361
2021-05-22,763,836852,37387,41005748
2021-05-23,694,837546,34006,41039754
2021-05-24,638,838184,31262,41071016
2021-05-25,574,838758,28126,41099142
2021-05-26,651,839409,31899,41131041
2021-05-27,607,840016,29743,41160784
2021-05-28,598,840614,29302,41190086
2021-05-29,-333,840281,-16317,41173769
2021-05-30,-394,839887,-19306,41154463
2021-05-31,-437,839450,-21413,41133050
2021-06-01,-473,838977,-23177,41109873
2021-06-02,-519,838458,-25431,41084442
2021-06-03,-576,837882,-28224,41056218
2021-06-04,-629,837253,-30821,41025397
2021-06-05,-342,836911,-16758,41008639
2021-06-06,-341,836570,-16709,40991930
2021-06-07,-342,836228,-16758,40975172
2021-06-08,-484,835744,-23716,40951456
2021-06-09,-509,835235,-24941,40926515
2021-06-10,-552,834683,-27048,40899467
2021-06-11,287,834970,14063,40913530
2021-06-12,523,835493,25627,40939157
2021-06-13,523,836016,25627,40964784
2021-06-14,523,836539,25627,40990411
2021-06-15,522,837061,25578,41015989
2021-06-16,523,837584,25627,41041616
2021-06-17,523,838107,25627,41067243
2021-06-18,236,838343,11564,41078807
2021-06-19,516,838859,25284,41104091
2021-06-20,516,839375,25284,41129375
2021-06-21,516,839891,25284,41154659
2021-06-22,516,840407,25284,41179943
2021-06-23,516,840923,25284,41205227
2021-06-24,516,841439,25284,41230511
2021-06-25,281,841720,13769,41244280
2021-06-26,664,842384,32536,41276816
2021-06-27,665,843049,32585,41309401
2021-06-28,664,843713,32536,41341937
2021-06-29,665,844378,32585,41374522
2021-06-30,664,845042,32536,41407058
2021-07-01,665,845707,32585,41439643
2021-07-02,383,846090,18767,41458410
2021-07-03,963,847053,47187,41505597
2021-07-04,962,848015,47138,41552735
2021-07-05,963,848978,47187,41599922
2021-07-06,962,849940,47138,41647060
2021-07-07,963,850903,47187,41694247
2021-07-08,962,851865,47138,41741385
2021-07-09,579,852444,28371,41769756
2021-07-10,1554,853998,76146,41845902
2021-07-11,1554,855552,76146,41922048
2021-07-12,1553,857105,76097,41998145
2021-07-13,1554,858659,76146,42074291
2021-07-14,1554,860213,76146,42150437
2021-07-15,1553,861766,76097,42226534
2021-07-16,975,862741,47775,42274309
2021-07-17,2518,865259,123382,42397691
2021-07-18,2518,867777,123382,42521073
2021-07-19,2517,870294,123333,42644406
2021-07-20,2518,872812,123382,42767788
2021-07-21,2518,875330,123382,42891170
2021-07-22,2517,877847,123333,43014503
2021-07-23,1543,879390,75607,43090110
2021-07-24,3770,883160,184730,43274840
2021-07-25,3769,886929,184681,43459521
2021-07-26,3770,890699,184730,43644251
2021-07-27,3770,894469,184730,43828981
2021-07-28,3769,898238,184681,44013662
2021-07-29,3770,902008,184730,44198392
2021-07-30,2227,904235,109123,44307515
2021-07-31,5136,909371,251664,44559179
2021-08-01,5135,914506,251615,44810794
2021-08-02,5136,919642,251664,45062458
2021-08-03,5135,924777,251615,45314073
2021-08-04,5136,929913,251664,45565737
2021-08-05,5135,935048,251615,45817352
2021-08-06,2909,937957,142541,45959893
2021-08-07,6204,944161,303996,46263889
2021-08-08,6204,950365,303996,46567885
2021-08-09,6205,956570,304045,46871930
2021-08-10,6204,962774,303996,47175926
2021-08-11,6204,968978,303996,47479922
2021-08-12,6205,975183,304045,47783967
2021-08-13,3296,978479,161504,47945471
2021-08-14,6406,984885,313894,48259365
2021-08-15,6406,991291,313894,48573259
2021-08-16,6406,997697,313894,48887153
2021-08-17,6406,1004103,313894,49201047
2021-08-18,6406,1010509,313894,49514941
2021-08-19,6406,1016915,313894,49828835
2021-08-20,3110,1020025,152390,49981225
2021-08-21,5790,1025815,283710,50264935
2021-08-22,5790,1031605,283710,50548645
2021-08-23,5790,1037395,283710,50832355
2021-08-24,5790,1043185,283710,51116065
2021-08-25,5790,1048975,283710,51399775
2021-08-26,5789,1054764,283661,51683436
2021-08-27,2680,1057444,131320,51814756
2021-08-28,4724,1062168,231476,52046232
2021-08-29,4724,1066892,231476,52277708
2021-08-30,4724,1071616,231476,52509184
2021-08-31,4724,1076340,231476,52740660
2021-09-01,4725,1081065,231525,52972185
2021-09-02,4724,1085789,231476,53203661
2021-09-03,2044,1087833,100156,53303817
2021-09-04,3687,1091520,180663,53484480
2021-09-05,3688,1095208,180712,53665192
2021-09-06,3687,1098895,180663,53845855
2021-09-07,3688,1102583,180712,54026567
2021-09-08,3687,1106270,180663,54207230
2021-09-09,3688,1109958,180712,54387942
2021-09-10,1643,1111601,80507,54468449
2021-09-11,2928,1114529,143472,54611921
2021-09-12,2928,1117457,143472,54755393
2021-09-13,2928,1120385,143472,54898865
2021-09-14,2928,1123313,143472,55042337
2021-09-15,2928,1126241,143472,55185809
2021-09-16,2928,1129169,143472,55329281
2021-09-17,1284,1130453,62916,55392197
2021-09-18,2333,1132786,114317,55506514
2021-09-19,2332,1135118,114268,55620782
2021-09-20,2332,1137450,114268,55735050
2021-09-21,2333,1139783,114317,55849367
2021-09-22,2332,1142115,114268,55963635
2021-09-23,2332,1144447,114268,56077903
2021-09-24,1048,1145495,51352,56129255
2021-09-25,1821,1147316,89229,56218484
2021-09-26,1821,1149137,89229,56307713
2021-09-27,1821,1150958,89229,56396942
2021-09-28,1821,1152779,89229,56486171
2021-09-29,1821,1154600,89229,56575400
2021-09-30,1821,1156421,89229,56664629
2021-10-01,774,1157195,37926,56702555
2021-10-02,1339,1158534,65611,56768166
2021-10-03,1340,1159874,65660,56833826
2021-10-04,1340,1161214,65660,56899486
2021-10-05,1340,1162554,65660,56965146
2021-10-06,1339,1163893,65611,57030757
2021-10-07,1340,1165233,65660,57096417
2021-10-08,566,1165799,27734,57124151
2021-10-09,999,1166798,48951,57173102
2021-10-10,1000,1167798,49000,57222102
2021-10-11,999,1168797,48951,57271053
2021-10-12,999,1169796,48951,57320004
2021-10-13,1000,1170796,49000,57369004
2021-10-14,999,1171795,48951,57417955
2021-10-15,433,1172228,21217,57439172
2021-10-16,766,1172994,37534,57476706
2021-10-17,767,1173761,37583,57514289
2021-10-18,766,1174527,37534,57551823
2021-10-19,766,1175293,37534,57589357
2021-10-20,766,1176059,37534,57626891
2021-10-21,767,1176826,37583,57664474
2021-10-22,333,1177159,16317,57680791
2021-10-23,621,1177780,30429,57711220
2021-10-24,620,1178400,30380,57741600
2021-10-25,621,1179021,30429,57772029
2021-10-26,621,1179642,30429,57802458
2021-10-27,620,1180262,30380,57832838
2021-10-28,621,1180883,30429,57863267
2021-10-29,288,1181171,14112,57877379
2021-10-30,553,1181724,27097,57904476
2021-10-31,553,1182277,27097,57931573
2021-11-01,554,1182831,27146,57958719
2021-11-02,553,1183384,27097,57985816
2021-11-03,553,1183937,27097,58012913
2021-11-04,554,1184491,27146,58040059
2021-11-05,266,1184757,13034,58053093
2021-11-06,527,1185284,25823,58078916
2021-11-07,528,1185812,25872,58104788
2021-11-08,528,1186340,25872,58130660
2021-11-09,528,1186868,25872,58156532
2021-11-10,528,1187396,25872,58182404
2021-11-11,527,1187923,25823,58208227
2021-11-12,262,1188185,12838,58221065
2021-11-13,507,1188692,24843,58245908
2021-11-14,507,1189199,24843,58270751
2021-11-15,507,1189706,24843,58295594
2021-11-16,507,1190213,24843,58320437
2021-11-17,507,1190720,24843,58345280
2021-11-18,507,1191227,24843,58370123
2021-11-19,245,1191472,12005,58382128
2021-11-20,245,1191717,12005,58394133
2021-11-21,245,1191962,12005,58406138
2021-11-22,245,1192207,12005,58418143
2021-11-23,245,1192452,12005,58430148
2021-11-24,461,1192913,22589,58452737
2021-11-25,461,1193374,22589,58475326
2021-11-26,216,1193590,10584,58485910
2021-11-27,488,1194078,23912,58509822
2021-11-28,524,1194602,25676,58535498
2021-11-29,569,1195171,27881,58563379
2021-11-30,620,1195791,30380,58593759
2021-12-01,682,1196473,33418,58627177
2021-12-02,758,1197231,37142,58664319
2021-12-03,853,1198084,41797,58706116
2021-12-04,975,1199059,47775,58753891
