b1	r1
0.439	0.101
0.439	0.101
0.439	0.101
0.445	0.098
0.445	0.098
0.445	0.098
0.445	0.098
0.445	0.098
0.445	0.098
0.444	0.094
0.444	0.094
0.445	0.1
0.443	0.1
0.443	0.1
0.443	0.101
0.445	0.098
0.436	0.101
0.436	0.101
0.436	0.101
0.446	0.097
0.446	0.097
0.446	0.097
0.446	0.097
0.446	0.097
0.446	0.097
0.446	0.097
0.446	0.097
0.439	0.101
0.437	0.101
0.445	0.101
0.445	0.101
0.443	0.099
0.443	0.099
0.444	0.101
0.444	0.101
0.445	0.099
0.445	0.099
0.445	0.099
0.445	0.099
0.445	0.099
0.443	0.096
0.443	0.096
0.443	0.096
0.44	0.101
0.44	0.101
0.447	0.098
0.447	0.098
0.447	0.098
0.447	0.098
0.44	0.099
0.44	0.099
0.444	0.099
0.44	0.101
0.44	0.101
0.44	0.101
0.44	0.101
0.44	0.101
0.44	0.101
0.44	0.101
0.44	0.099
0.44	0.099
0.44	0.099
0.44	0.099
0.445	0.1
0.445	0.1
0.445	0.1
0.443	0.096
0.443	0.096
0.439	0.101
0.439	0.101
0.439	0.101
0.439	0.101
0.439	0.101
0.443	0.099
0.443	0.099
0.443	0.099
0.448	0.092
0.448	0.092
0.443	0.097
0.443	0.097
0.443	0.097
0.443	0.097
0.443	0.097
0.438	0.102
0.438	0.102
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.097
0.441	0.097
0.439	0.1
0.44	0.101
0.44	0.101
0.44	0.101
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.443	0.098
0.446	0.098
0.446	0.098
0.443	0.101
0.436	0.103
0.44	0.1
0.432	0.104
0.432	0.104
0.442	0.101
0.442	0.101
0.442	0.101
0.443	0.098
0.443	0.098
0.443	0.098
0.442	0.101
0.442	0.101
0.445	0.097
0.445	0.097
0.445	0.097
0.446	0.094
0.446	0.094
0.446	0.094
0.446	0.094
0.446	0.094
0.446	0.094
0.446	0.094
0.446	0.094
0.447	0.099
0.447	0.099
0.447	0.097
0.441	0.098
0.441	0.098
0.439	0.1
0.439	0.1
0.435	0.101
0.438	0.103
0.446	0.097
0.444	0.099
0.444	0.099
0.444	0.099
0.445	0.096
0.445	0.096
0.445	0.096
0.439	0.103
0.446	0.101
0.446	0.101
0.446	0.101
0.444	0.097
0.444	0.097
0.444	0.097
0.444	0.097
0.444	0.097
0.444	0.097
0.444	0.097
0.438	0.098
0.442	0.103
0.442	0.102
0.442	0.102
0.442	0.102
0.438	0.099
0.438	0.099
0.438	0.099
0.438	0.099
0.44	0.097
0.44	0.097
0.44	0.097
0.44	0.097
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.44	0.098
0.444	0.098
0.444	0.098
0.444	0.098
0.444	0.096
0.444	0.096
0.439	0.103
0.443	0.098
0.443	0.098
0.443	0.098
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.441	0.101
0.448	0.096
0.443	0.097
0.443	0.097
0.447	0.096
0.447	0.096
0.447	0.096
0.447	0.096
0.447	0.096
0.447	0.096
0.44	0.098
0.438	0.1
0.438	0.1
0.438	0.1
0.438	0.1
0.447	0.093
0.447	0.093
0.447	0.093
0.447	0.093
0.437	0.102
0.437	0.102
0.437	0.102
0.441	0.099
0.441	0.099
0.441	0.099
0.44	0.103
0.44	0.1
0.44	0.1
0.44	0.1
0.44	0.1
