b1	r1
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.294	0.078
0.286	0.08
0.286	0.08
0.286	0.08
0.286	0.08
0.286	0.08
0.288	0.078
0.288	0.078
0.287	0.081
0.287	0.081
0.287	0.081
0.29	0.078
0.29	0.078
0.29	0.078
0.293	0.078
0.293	0.078
0.293	0.078
0.293	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.291	0.08
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.287	0.079
0.287	0.079
0.287	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.295	0.079
0.292	0.076
0.292	0.076
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.289	0.077
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.077
0.289	0.077
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.29	0.08
0.287	0.082
0.287	0.082
0.287	0.082
0.287	0.082
0.287	0.082
0.287	0.082
0.288	0.079
0.292	0.076
0.292	0.076
0.292	0.076
0.291	0.076
0.291	0.076
0.291	0.076
0.288	0.08
0.288	0.08
0.288	0.08
0.288	0.08
0.288	0.08
0.287	0.08
0.287	0.08
0.289	0.079
0.289	0.079
0.289	0.079
0.289	0.079
0.289	0.079
0.289	0.077
0.289	0.077
0.287	0.08
0.289	0.078
0.289	0.078
0.288	0.076
0.288	0.076
0.288	0.076
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.288	0.081
0.288	0.081
0.288	0.079
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.286	0.078
0.286	0.078
0.286	0.078
0.286	0.078
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.285	0.08
0.285	0.08
0.285	0.08
0.285	0.08
0.289	0.078
0.289	0.08
0.289	0.08
0.289	0.08
0.286	0.082
0.286	0.082
0.286	0.082
0.286	0.082
0.286	0.082
0.291	0.077
0.293	0.079
0.293	0.079
0.293	0.079
0.293	0.079
0.293	0.079
0.293	0.079
0.286	0.08
0.287	0.081
0.286	0.078
0.286	0.078
0.286	0.078
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.292	0.077
0.287	0.079
0.286	0.079
0.288	0.081
0.288	0.081
0.288	0.081
0.288	0.081
0.288	0.081
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.078
0.291	0.079
0.289	0.079
0.289	0.079
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.077
0.288	0.078
0.289	0.079
0.288	0.079
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.287	0.08
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.287	0.08
0.284	0.082
0.284	0.082
0.29	0.079
0.287	0.078
0.287	0.078
0.286	0.082
0.286	0.082
0.288	0.078
0.288	0.078
0.29	0.08
0.29	0.08
0.288	0.079
0.288	0.079
0.292	0.078
0.288	0.08
0.288	0.08
0.288	0.08
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.077
0.292	0.078
0.291	0.078
0.291	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.287	0.077
0.287	0.077
0.287	0.077
0.287	0.077
0.287	0.077
0.287	0.077
0.293	0.077
0.293	0.077
0.293	0.077
0.29	0.081
0.292	0.076
0.292	0.076
0.292	0.076
0.292	0.076
0.288	0.078
0.288	0.078
0.288	0.078
0.286	0.08
0.286	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.287	0.079
0.287	0.079
0.287	0.079
0.29	0.079
0.29	0.079
0.29	0.079
0.29	0.079
0.29	0.079
0.29	0.079
0.291	0.079
0.291	0.079
0.291	0.079
0.291	0.079
0.287	0.077
0.287	0.077
0.287	0.077
0.287	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.291	0.077
0.29	0.078
0.295	0.078
0.295	0.078
0.295	0.078
0.295	0.078
0.295	0.078
0.287	0.078
0.287	0.078
0.287	0.078
0.287	0.078
0.287	0.078
0.287	0.078
0.291	0.079
0.29	0.078
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.08
0.291	0.078
0.291	0.078
0.291	0.078
0.291	0.078
0.29	0.081
0.29	0.081
0.29	0.081
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.29	0.079
0.289	0.081
0.29	0.078
0.29	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.292	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.29	0.078
0.287	0.078
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.289	0.08
0.29	0.079
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.08
0.29	0.077
0.29	0.077
0.29	0.077
0.29	0.079
0.29	0.079
0.29	0.079
0.29	0.078
0.29	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.288	0.078
0.29	0.08
0.29	0.08
0.29	0.08
0.287	0.08
0.287	0.08
0.293	0.079
0.289	0.081
0.29	0.081
0.289	0.078
0.289	0.078
0.288	0.08
0.288	0.08
0.288	0.08
0.291	0.078
0.291	0.078
0.288	0.08
0.288	0.08
0.289	0.077
0.289	0.077
0.292	0.079
0.292	0.079
0.292	0.079
0.292	0.079
0.292	0.079
0.292	0.079
0.292	0.079
0.289	0.078
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.288	0.079
0.29	0.08
0.29	0.08
0.29	0.08
0.288	0.08
0.286	0.079
