"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3692194,4933,3650,432,4418,2959,148893,230,1408
"2",3690207,5219,3764,434,4258,2933,150664,223,1364
"3",3688230,5396,3927,442,4196,2907,152379,230,1407
"4",3686229,5537,4080,456,4216,2884,154076,240,1467
"5",3684185,5671,4216,472,4287,2864,155783,249,1525
"6",3682088,5813,4339,488,4383,2847,157520,258,1575
"7",3679936,5960,4457,504,4493,2834,159295,265,1621
"8",3677730,6112,4575,518,4609,2823,161112,272,1665
"9",3675465,6269,4693,533,4729,2816,162975,279,1709
"10",3673143,6429,4814,547,4851,2810,164883,287,1754
"11",3670762,6593,4938,561,4977,2808,166839,294,1799
"12",3668321,6761,5064,576,5107,2808,168842,302,1846
"13",3665819,6932,5194,590,5238,2810,170896,309,1893
"14",3663253,7108,5326,605,5373,2815,172999,317,1941
"15",3660624,7286,5461,621,5511,2822,175155,325,1991
"16",3657929,7469,5598,637,5652,2831,177363,333,2041
"17",3655168,7655,5740,653,5795,2843,179626,342,2092
"18",3652339,7843,5884,669,5942,2857,181944,350,2145
"19",3649441,8037,6031,686,6092,2873,184320,359,2199
"20",3646473,8233,6180,703,6245,2892,186752,368,2254
"21",3643433,8434,6332,721,6402,2913,189245,377,2311
"22",3640320,8638,6488,738,6562,2935,191798,386,2367
"23",3637131,8848,6646,756,6723,2960,194414,396,2425
"24",3633868,9060,6808,775,6888,2988,197092,405,2484
"25",3630528,9276,6972,794,7058,3017,199834,415,2545
"26",3627109,9496,7140,813,7230,3049,202642,425,2606
"27",3623611,9720,7310,832,7406,3083,205518,435,2670
"28",3620032,9946,7484,852,7585,3119,208461,446,2732
"29",3616371,10177,7661,873,7766,3157,211474,456,2797
"30",3612627,10412,7840,894,7952,3197,214558,467,2864
"31",3608796,10652,8021,915,8141,3239,217715,478,2931
"32",3604882,10894,8207,935,8332,3284,220946,489,2998
"33",3600879,11140,8394,957,8528,3330,224251,500,3069
"34",3596789,11388,8586,979,8726,3378,227632,511,3138
"35",3592609,11642,8780,1001,8927,3429,231092,523,3210
"36",3588338,11898,8977,1024,9131,3482,234629,535,3283
"37",3583975,12159,9175,1047,9339,3536,238248,547,3357
"38",3579520,12421,9378,1071,9549,3593,241946,559,3430
"39",3574971,12687,9584,1095,9762,3652,245728,571,3506
"40",3570328,12955,9793,1119,9979,3712,249593,584,3583
"41",3565588,13227,10003,1143,10200,3775,253544,596,3661
"42",3560750,13504,10216,1167,10422,3839,257581,609,3739
"43",3555816,13782,10430,1192,10647,3906,261706,622,3819
"44",3550784,14062,10647,1217,10876,3974,265918,635,3900
"45",3545653,14344,10867,1243,11107,4045,270221,648,3981
"46",3540422,14629,11088,1269,11340,4117,274613,662,4063
"47",3535090,14917,11312,1295,11575,4191,279099,675,4145
"48",3529655,15206,11539,1321,11813,4267,283677,688,4230
"49",3524121,15497,11766,1347,12055,4345,288347,702,4315
"50",3518484,15790,11994,1374,12296,4425,293115,716,4400
"51",3512744,16086,12224,1401,12542,4506,297977,730,4486
"52",3506902,16380,12458,1428,12787,4590,302935,744,4570
"53",3500956,16677,12689,1456,13036,4674,307990,758,4659
"54",3494909,16975,12922,1484,13286,4761,313143,772,4745
"55",3488757,17273,13156,1511,13537,4850,318395,786,4833
"56",3482503,17570,13393,1538,13789,4940,323745,800,4920
"57",3476145,17869,13628,1566,14044,5032,329194,814,5009
"58",3469686,18167,13864,1594,14298,5125,334745,829,5096
"59",3463124,18465,14100,1622,14553,5220,340395,843,5185
"60",3456461,18760,14336,1650,14809,5316,346147,857,5274
"61",3449697,19055,14572,1677,15064,5414,351999,872,5361
"62",3442832,19349,14807,1705,15320,5513,357952,886,5450
"63",3435868,19642,15042,1733,15574,5614,364007,900,5537
"64",3428805,19931,15275,1761,15828,5715,370163,914,5625
"65",3421645,20218,15507,1789,16083,5819,376418,929,5712
"66",3414389,20502,15737,1817,16338,5923,382774,943,5800
"67",3407037,20784,15965,1844,16589,6028,389232,957,5885
"68",3399592,21062,16191,1871,16840,6135,395788,970,5970
"69",3392054,21338,16412,1899,17090,6242,402445,984,6057
"70",3384427,21608,16634,1925,17335,6350,409200,997,6137
"71",3376711,21875,16851,1952,17579,6459,416052,1011,6221
"72",3368907,22135,17068,1978,17820,6569,423003,1024,6302
"73",3361020,22389,17281,2004,18057,6679,430049,1038,6383
"74",3353049,22639,17488,2029,18294,6791,437189,1050,6463
"75",3344998,22883,17691,2054,18526,6903,444424,1063,6541
"76",3336869,23122,17890,2079,18754,7015,451751,1075,6617
"77",3328666,23351,18086,2102,18978,7127,459169,1087,6691
"78",3320388,23576,18276,2126,19197,7240,466676,1099,6764
"79",3312040,23795,18459,2149,19413,7353,474270,1111,6835
"80",3303625,24005,18639,2171,19622,7466,481951,1121,6904
"81",3295146,24207,18812,2194,19828,7579,489714,1133,6972
"82",3286606,24399,18980,2215,20028,7692,497560,1144,7036
"83",3278007,24585,19140,2236,20221,7804,505486,1153,7099
