"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3570063,7025,5199,422,6681,2869,265225,233,2110
"2",3567222,7443,5362,432,6412,2844,267770,225,2035
"3",3564403,7695,5598,443,6300,2821,270224,232,2099
"4",3561554,7890,5819,459,6319,2801,272643,242,2191
"5",3558648,8075,6011,476,6417,2784,275073,252,2277
"6",3555672,8266,6183,493,6557,2770,277543,260,2353
"7",3552621,8467,6345,509,6716,2760,280066,268,2420
"8",3549494,8675,6505,523,6885,2753,282649,274,2484
"9",3546292,8886,6668,537,7058,2748,285295,282,2547
"10",3543010,9103,6833,551,7235,2746,288007,288,2611
"11",3539650,9324,7000,565,7415,2746,290783,296,2675
"12",3536211,9548,7172,579,7597,2749,293627,303,2740
"13",3532689,9778,7347,594,7785,2754,296539,311,2808
"14",3529085,10010,7525,608,7976,2761,299519,318,2876
"15",3525397,10245,7705,623,8172,2770,302571,326,2946
"16",3521624,10485,7889,638,8370,2782,305696,334,3017
"17",3517764,10730,8074,653,8572,2795,308895,342,3088
"18",3513815,10979,8264,669,8777,2811,312170,349,3161
"19",3509778,11231,8456,684,8986,2828,315521,358,3236
"20",3505651,11485,8652,700,9198,2848,318950,366,3311
"21",3501431,11744,8851,717,9414,2870,322458,375,3387
"22",3497119,12007,9051,733,9632,2894,326047,383,3465
"23",3492714,12272,9256,750,9855,2920,329717,392,3543
"24",3488214,12541,9463,767,10082,2947,333471,400,3625
"25",3483618,12813,9673,784,10310,2977,337310,409,3705
"26",3478925,13087,9886,801,10541,3008,341235,419,3787
"27",3474133,13366,10100,819,10777,3042,345246,428,3871
"28",3469242,13648,10317,837,11016,3077,349347,437,3955
"29",3464253,13931,10539,855,11255,3114,353537,446,4039
"30",3459161,14218,10761,874,11500,3152,357817,456,4126
"31",3453969,14507,10986,892,11747,3193,362189,465,4213
"32",3448675,14799,11212,911,11998,3235,366654,475,4301
"33",3443277,15093,11442,931,12250,3279,371213,485,4389
"34",3437775,15391,11670,949,12507,3325,375866,495,4480
"35",3432171,15687,11904,968,12764,3372,380617,504,4569
"36",3426462,15987,12139,988,13022,3421,385465,515,4660
"37",3420648,16289,12372,1007,13285,3472,390410,525,4753
"38",3414730,16591,12610,1028,13547,3524,395454,535,4844
"39",3408708,16893,12848,1048,13813,3578,400597,546,4937
"40",3402579,17196,13087,1067,14080,3633,405840,556,5030
"41",3396345,17501,13326,1088,14350,3690,411184,566,5124
"42",3390006,17805,13567,1108,14620,3749,416630,577,5218
"43",3383562,18109,13808,1128,14890,3809,422178,587,5311
"44",3377013,18413,14049,1149,15161,3870,427829,597,5406
"45",3370361,18715,14291,1169,15434,3932,433581,608,5501
"46",3363605,19017,14531,1189,15706,3996,439439,618,5595
