b1	r1
0.482	0.186
0.482	0.186
0.482	0.186
0.482	0.186
0.482	0.186
0.482	0.186
0.484	0.189
0.494	0.169
0.488	0.178
0.488	0.178
0.488	0.178
0.488	0.178
0.487	0.183
0.487	0.183
0.487	0.183
0.487	0.183
0.487	0.175
0.487	0.175
0.487	0.175
0.484	0.189
0.481	0.189
0.481	0.189
0.481	0.189
0.481	0.189
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.484	0.184
0.484	0.184
0.484	0.184
0.485	0.181
0.485	0.181
0.487	0.185
0.487	0.185
0.487	0.185
0.487	0.185
0.487	0.185
0.485	0.187
0.495	0.171
0.495	0.171
0.494	0.173
0.494	0.173
0.494	0.173
0.476	0.197
0.489	0.177
0.474	0.197
0.49	0.18
0.485	0.179
0.485	0.179
0.485	0.179
0.485	0.179
0.485	0.179
0.486	0.18
0.486	0.18
0.488	0.178
0.488	0.178
0.486	0.181
0.481	0.19
0.481	0.19
0.481	0.19
0.481	0.19
0.481	0.19
0.481	0.19
0.481	0.19
0.487	0.183
0.478	0.197
0.478	0.197
0.478	0.197
0.486	0.178
0.486	0.178
0.486	0.178
0.477	0.197
0.48	0.192
0.489	0.18
0.489	0.18
0.489	0.18
0.479	0.193
0.479	0.193
0.479	0.193
0.479	0.195
0.479	0.195
0.483	0.185
0.483	0.185
0.483	0.185
0.483	0.185
0.482	0.188
0.481	0.187
0.486	0.186
0.486	0.186
0.486	0.181
0.486	0.181
0.486	0.181
0.486	0.181
0.486	0.181
0.486	0.181
0.494	0.174
0.494	0.174
0.494	0.174
0.494	0.174
0.494	0.174
0.494	0.174
0.494	0.174
0.48	0.186
0.478	0.195
0.483	0.188
0.483	0.188
0.483	0.188
0.484	0.186
0.484	0.186
0.484	0.186
0.484	0.186
0.494	0.17
0.494	0.17
0.494	0.17
0.481	0.193
0.481	0.193
0.481	0.193
0.481	0.193
0.485	0.185
0.485	0.185
0.485	0.185
0.485	0.185
0.485	0.185
0.478	0.191
0.478	0.191
0.478	0.191
0.478	0.191
0.478	0.191
0.478	0.191
0.486	0.184
0.482	0.191
0.482	0.191
0.486	0.183
0.486	0.183
0.483	0.186
0.483	0.186
0.474	0.203
0.479	0.197
0.478	0.198
0.478	0.198
0.478	0.198
0.478	0.198
0.478	0.19
0.478	0.19
0.478	0.19
0.478	0.19
0.478	0.19
0.478	0.19
0.476	0.195
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.479	0.191
0.489	0.177
0.496	0.172
0.482	0.189
0.482	0.189
0.482	0.189
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.184
0.483	0.187
0.483	0.187
0.488	0.182
0.488	0.182
0.488	0.182
0.488	0.182
0.488	0.182
0.479	0.194
0.485	0.188
0.485	0.188
0.485	0.188
0.485	0.188
0.485	0.188
0.485	0.188
0.485	0.188
0.483	0.186
0.483	0.186
0.477	0.194
0.477	0.194
0.477	0.194
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.471	0.204
0.487	0.183
0.487	0.183
0.487	0.183
0.487	0.183
0.487	0.183
0.483	0.188
0.484	0.184
0.484	0.184
0.484	0.184
0.484	0.184
0.484	0.184
0.488	0.187
0.488	0.187
0.488	0.187
0.484	0.188
0.493	0.172
0.493	0.172
0.493	0.172
0.493	0.172
0.493	0.172
0.493	0.172
0.477	0.194
0.486	0.182
0.486	0.182
0.486	0.182
0.48	0.195
0.48	0.195
0.48	0.195
0.49	0.176
0.49	0.176
0.49	0.176
0.49	0.176
0.491	0.173
0.491	0.173
0.491	0.173
0.472	0.205
0.489	0.174
0.483	0.183
0.483	0.183
0.485	0.182
0.485	0.182
0.485	0.182
0.485	0.182
0.478	0.196
0.478	0.196
0.478	0.196
0.478	0.196
0.49	0.178
0.488	0.179
0.488	0.179
0.488	0.179
0.493	0.169
0.493	0.169
0.477	0.195
0.477	0.195
0.477	0.195
0.477	0.195
0.477	0.195
0.477	0.195
0.477	0.195
0.48	0.193
0.483	0.192
0.483	0.192
0.483	0.192
0.487	0.175
0.487	0.175
0.491	0.177
0.49	0.176
0.49	0.176
0.49	0.176
0.483	0.189
0.489	0.177
0.489	0.177
0.481	0.192
0.487	0.183
0.487	0.183
0.487	0.183
0.483	0.185
0.483	0.185
0.483	0.185
0.481	0.185
0.481	0.185
0.481	0.185
0.481	0.185
0.481	0.185
0.481	0.185
0.481	0.185
0.474	0.201
0.474	0.201
0.474	0.201
0.48	0.193
0.48	0.193
0.484	0.184
0.485	0.184
0.485	0.184
0.485	0.184
0.485	0.184
0.485	0.184
0.489	0.181
0.489	0.181
0.489	0.181
0.489	0.181
0.489	0.181
0.476	0.19
0.476	0.19
0.476	0.19
0.48	0.191
0.48	0.186
0.493	0.173
0.487	0.186
0.487	0.186
0.481	0.192
0.481	0.192
0.481	0.192
0.481	0.192
0.485	0.18
0.485	0.18
0.488	0.184
0.487	0.179
0.487	0.177
0.487	0.177
0.483	0.187
0.487	0.183
0.49	0.179
0.49	0.179
0.49	0.179
0.49	0.179
0.49	0.179
0.49	0.179
0.49	0.179
0.49	0.179
0.487	0.181
0.487	0.181
0.474	0.195
0.474	0.195
0.476	0.196
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.483	0.18
0.477	0.195
0.477	0.195
0.476	0.195
