sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-16,2020-03-12,76,0.875,0.45,0.225,0.93125,2020-03-22,10,0,0,0,1,2020-06-06,0,0,0,0,0
2020-02-24,2020-03-12,76,0.775,0.65,0.125,0.95625,2020-03-22,10,0,0,0,2,2020-06-06,0,0,0,0,0
2020-02-12,2020-03-12,76,0.725,0.75,0.275,0.94375,2020-03-22,10,0,0,0,3,2020-06-06,0,0,0,0,0
2020-02-20,2020-03-12,76,0.825,0.55,0.175,0.96875,2020-03-22,10,0,0,0,4,2020-06-06,0,0,0,0,0
2020-02-15,2020-03-12,76,0.8125,0.425,0.2875,0.934375,2020-03-22,10,0.877688693543973,0.0665267594100097,0.148131499140924,5,2020-06-06,-15.1602701512961,5.90880197198486,1.194729202845,0.484479406749622,0.20280766815775
