,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,53033,smoothed_wcli,2020-04-06,2020-09-03,150,0.5402593,0.237496,1099.6901,county,fb-survey
1,53035,smoothed_wcli,2020-04-06,2020-09-03,150,1.959166,1.2214303,116.104,county,fb-survey
2,53053,smoothed_wcli,2020-04-06,2020-09-03,150,0.6493821,0.3538802,400.1575,county,fb-survey
3,53061,smoothed_wcli,2020-04-06,2020-09-03,150,0.8633404,0.4649219,390.9064,county,fb-survey
4,53027,smoothed_wcli,2020-04-07,2020-09-03,149,1.9959349,1.0106717,130.6375,county,fb-survey
5,53033,smoothed_wcli,2020-04-07,2020-09-03,149,0.5549137,0.1463412,3400.7339,county,fb-survey
6,53035,smoothed_wcli,2020-04-07,2020-09-03,149,0.9304817,0.5545008,429.2616,county,fb-survey
7,53053,smoothed_wcli,2020-04-07,2020-09-03,149,0.8394135,0.2723563,1412.7698,county,fb-survey
8,53061,smoothed_wcli,2020-04-07,2020-09-03,149,1.1459135,0.3737768,1270.9381,county,fb-survey
9,53027,smoothed_wcli,2020-04-08,2020-09-03,148,1.4499307,0.6622845,228.2182,county,fb-survey
10,53033,smoothed_wcli,2020-04-08,2020-09-03,148,0.4723885,0.1029509,5367.1255,county,fb-survey
11,53035,smoothed_wcli,2020-04-08,2020-09-03,148,1.0015962,0.4807888,768.3688,county,fb-survey
12,53053,smoothed_wcli,2020-04-08,2020-09-03,148,0.7256897,0.1968404,2264.3386,county,fb-survey
13,53061,smoothed_wcli,2020-04-08,2020-09-03,148,0.9979946,0.2856092,2064.8767,county,fb-survey
14,53027,smoothed_wcli,2020-04-09,2020-09-03,147,1.0896892,0.4753617,308.2096,county,fb-survey
15,53033,smoothed_wcli,2020-04-09,2020-09-03,147,0.4741044,0.0850748,7040.3442,county,fb-survey
16,53035,smoothed_wcli,2020-04-09,2020-09-03,147,0.8589419,0.377466,1031.6048,county,fb-survey
17,53053,smoothed_wcli,2020-04-09,2020-09-03,147,0.6507525,0.1565337,2976.1265,county,fb-survey
18,53061,smoothed_wcli,2020-04-09,2020-09-03,147,0.9290412,0.2254597,2695.665,county,fb-survey
19,53027,smoothed_wcli,2020-04-10,2020-09-03,146,1.1511302,0.4773626,349.6853,county,fb-survey
20,53033,smoothed_wcli,2020-04-10,2020-09-03,146,0.5594034,0.098907,7818.5897,county,fb-survey
21,53035,smoothed_wcli,2020-04-10,2020-09-03,146,1.0547223,0.4537452,1142.708,county,fb-survey
22,53053,smoothed_wcli,2020-04-10,2020-09-03,146,0.5487779,0.1286065,3360.8693,county,fb-survey
23,53061,smoothed_wcli,2020-04-10,2020-09-03,146,0.7544419,0.1837187,2979.5817,county,fb-survey
24,53027,smoothed_wcli,2020-04-11,2020-09-03,145,1.213467,0.4936741,362.6468,county,fb-survey
25,53033,smoothed_wcli,2020-04-11,2020-09-03,145,0.5640371,0.1141037,8006.9522,county,fb-survey
26,53035,smoothed_wcli,2020-04-11,2020-09-03,145,0.8577569,0.2905105,1173.7248,county,fb-survey
