"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6662370,24,12,4,12,27,6,2,5
"2",6662355,31,15,3,12,26,12,1,4
"3",6662339,37,19,3,13,26,18,2,5
"4",6662320,43,23,4,14,26,25,2,6
"5",6662298,50,28,5,17,26,32,3,7
"6",6662271,59,33,6,20,25,40,3,9
"7",6662240,70,39,7,24,26,50,4,11
"8",6662203,83,46,8,28,26,61,5,13
"9",6662159,98,55,9,33,26,74,5,15
"10",6662107,117,65,11,39,27,90,6,17
"11",6662045,138,77,13,46,28,108,8,21
"12",6661972,163,91,15,55,29,129,9,25
"13",6661886,193,108,18,65,31,154,11,29
"14",6661784,229,128,21,77,33,184,13,34
"15",6661662,271,151,25,91,35,219,15,41
"16",6661519,321,179,30,108,38,260,18,48
"17",6661350,380,212,35,127,42,309,21,57
"18",6661149,449,251,42,151,46,367,25,67
"19",6660912,532,297,50,179,52,435,29,80
"20",6660630,630,351,59,212,58,515,34,95
"21",6660297,745,416,69,250,66,611,41,112
"22",6659904,882,492,82,297,75,723,48,133
"23",6659437,1045,582,97,351,87,856,57,157
"24",6658885,1237,689,115,415,100,1014,68,185
"25",6658231,1464,816,136,492,116,1200,80,220
"26",6657458,1732,966,161,582,135,1420,95,260
"27",6656542,2050,1144,191,689,157,1681,112,308
"28",6655458,2428,1353,226,816,184,1990,133,364
"29",6654175,2874,1602,268,966,215,2355,157,431
"30",6652656,3401,1897,317,1143,253,2788,186,510
"31",6650859,4026,2245,375,1353,297,3300,220,604
"32",6648731,4765,2657,444,1601,350,3906,261,715
"33",6646214,5639,3145,526,1895,412,4623,309,847
"34",6643236,6673,3722,622,2243,486,5472,366,1002
"35",6639713,7895,4406,737,2655,573,6477,433,1185
"36",6635544,9341,5212,872,3143,677,7665,512,1404
"37",6630614,11049,6167,1032,3720,800,9073,606,1660
"38",6624783,13070,7297,1221,4401,945,10738,717,1964
"39",6617891,15455,8631,1445,5208,1117,12708,849,2325
"40",6609744,18272,10208,1709,6161,1320,15039,1003,2749
"41",6600122,21594,12071,2022,7288,1561,17797,1187,3251
"42",6588759,25512,14267,2391,8621,1846,21059,1403,3846
"43",6575347,30127,16861,2827,10192,2183,24918,1659,4544
"44",6559528,35557,19919,3341,12048,2581,29480,1960,5370
"45",6540880,41945,23519,3948,14239,3052,34872,2316,6345
"46",6518916,49445,27757,4663,16820,3609,41244,2734,7491
"47",6493077,58236,32737,5505,19862,4266,48772,3227,8842
"48",6462714,68516,38586,6496,23440,5041,57662,3807,10428
"49",6427082,80522,45436,7658,27649,5956,68153,4485,12291
