"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6049707,13392,11677,950,14703,3365,251552,595,4629
"2",6045685,12797,11217,1042,14131,3411,257062,579,4498
"3",6041788,12282,10752,1065,13580,3471,262407,556,4321
"4",6038034,11802,10312,1053,13039,3533,267573,533,4142
"5",6034424,11341,9898,1025,12515,3591,272550,511,3972
"6",6030959,10896,9505,991,12013,3642,277339,490,3813
"7",6027631,10467,9130,955,11531,3686,281945,471,3662
"8",6024437,10051,8771,919,11072,3722,286373,452,3517
"9",6021371,9652,8423,883,10633,3751,290632,434,3379
"10",6018426,9268,8088,848,10212,3773,294728,417,3245
"11",6015601,8898,7768,815,9807,3789,298668,401,3116
"12",6012888,8542,7459,783,9417,3798,302458,385,2992
"13",6010286,8198,7162,752,9043,3802,306102,369,2874
"14",6007787,7870,6876,722,8684,3801,309605,355,2759
"15",6005390,7554,6600,693,8338,3794,312975,340,2649
"16",6003088,7251,6335,665,8006,3783,316216,327,2543
"17",6000879,6959,6082,639,7686,3768,319332,314,2440
"18",5998759,6680,5837,613,7378,3749,322328,301,2343
"19",5996726,6410,5603,589,7083,3726,325209,289,2249
"20",5994774,6152,5377,565,6799,3700,327979,277,2159
"21",5992902,5903,5160,542,6526,3671,330641,266,2071
"22",5991105,5665,4952,521,6263,3639,333201,256,1988
"23",5989381,5434,4752,499,6013,3604,335661,245,1908
"24",5987727,5215,4560,479,5770,3567,338026,235,1831
"25",5986140,5004,4375,460,5538,3528,340300,226,1757
"26",5984617,4801,4199,441,5314,3487,342485,217,1686
"27",5983157,4605,4029,423,5100,3445,344586,208,1618
"28",5981757,4418,3865,406,4893,3400,346606,199,1552
"29",5980413,4238,3709,390,4695,3355,348546,191,1489
"30",5979123,4067,3557,374,4505,3308,350412,183,1429
"31",5977886,3902,3413,359,4321,3260,352205,176,1370
"32",5976699,3742,3275,344,4146,3211,353927,169,1315
"33",5975561,3590,3141,330,3978,3161,355582,162,1262
"34",5974469,3444,3014,317,3817,3111,357173,156,1210
"35",5973422,3303,2891,304,3662,3061,358703,149,1161
"36",5972418,3169,2773,292,3513,3009,360172,143,1114
"37",5971454,3039,2660,280,3370,2958,361584,137,1068
"38",5970531,2915,2551,269,3232,2906,362941,132,1025
"39",5969645,2795,2447,258,3101,2854,364245,126,983
"40",5968795,2681,2347,247,2974,2802,365499,121,943
"41",5967980,2571,2251,237,2853,2749,366703,116,905
"42",5967198,2467,2159,227,2737,2697,367860,112,868
"43",5966449,2366,2071,218,2624,2645,368972,107,831
"44",5965730,2268,1987,209,2517,2593,370041,103,798
"45",5965041,2176,1905,201,2415,2541,371067,98,766
"46",5964380,2087,1827,192,2316,2490,372054,94,734
"47",5963746,2000,1752,184,2222,2439,373001,90,704
"48",5963138,1919,1680,177,2131,2389,373912,87,675
"49",5962555,1839,1612,170,2043,2338,374788,83,647
"50",5961996,1764,1546,163,1959,2289,375629,80,621
"51",5961460,1692,1482,156,1879,2239,376437,76,595
"52",5960945,1623,1422,150,1802,2191,377214,73,571
"53",5960452,1556,1363,143,1728,2142,377959,70,547
"54",5959979,1493,1307,137,1657,2095,378676,67,525
"55",5959525,1431,1254,132,1590,2048,379365,65,504
"56",5959090,1373,1203,127,1525,2002,380026,62,483
"57",5958673,1317,1153,121,1463,1956,380662,60,464
"58",5958273,1263,1105,116,1402,1911,381274,57,444
"59",5957890,1211,1060,111,1345,1867,381861,55,426
"60",5957522,1161,1016,107,1290,1823,382426,52,409
"61",5957170,1113,975,103,1237,1780,382968,50,392
"62",5956831,1067,935,98,1186,1738,383489,48,376
"63",5956507,1024,896,94,1137,1696,383990,46,360
"64",5956197,981,860,90,1090,1656,384471,44,345
"65",5955898,941,824,87,1046,1615,384934,43,331
"66",5955613,902,790,83,1002,1576,385378,41,317
"67",5955339,865,758,80,961,1537,385805,39,304
"68",5955076,829,726,76,922,1500,386215,37,292
"69",5954825,795,696,73,884,1462,386609,36,280
"70",5954583,762,668,70,847,1426,386988,35,268
"71",5954352,731,640,67,812,1390,387352,33,257
"72",5954130,701,614,65,779,1355,387702,32,247
"73",5953917,672,589,62,747,1320,388038,30,236
"74",5953713,644,565,60,716,1287,388361,29,227
"75",5953517,618,541,57,687,1254,388671,28,217
"76",5953329,592,519,55,659,1222,388969,27,209
"77",5953149,568,497,52,632,1190,389256,26,200
"78",5952977,545,477,50,605,1159,389531,25,191
"79",5952811,523,457,48,581,1129,389796,24,184
"80",5952653,501,439,46,557,1099,390050,23,176
"81",5952500,481,421,44,534,1070,390295,22,169
"82",5952355,461,403,42,512,1042,390530,21,162
"83",5952215,442,387,41,491,1014,390756,20,155
"84",5952081,423,371,39,470,987,390973,19,149
"85",5951952,406,356,38,451,961,391182,18,143
"86",5951829,390,341,36,433,935,391382,18,137
"87",5951711,373,327,34,415,910,391575,17,131
"88",5951598,358,314,33,398,885,391760,16,126
"89",5951489,343,300,32,382,861,391938,15,121
"90",5951385,329,288,30,366,838,392109,15,116
"91",5951285,315,276,29,351,815,392274,14,111
"92",5951189,303,265,28,336,792,392432,14,106
"93",5951097,290,254,27,322,770,392584,13,102
"94",5951009,278,243,26,309,749,392730,13,98
"95",5950925,267,233,25,296,729,392871,12,94
"96",5950844,256,224,24,284,708,393006,12,90
"97",5950766,245,215,23,272,689,393135,11,86
