"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6661405,210,145,82,38,101,473,51,6
"2",6661317,226,154,96,32,112,518,56,7
"3",6661222,244,165,106,28,124,566,59,7
"4",6661119,263,177,116,27,138,616,64,8
"5",6661009,282,191,125,26,152,670,69,9
"6",6660891,303,205,135,26,168,727,74,9
"7",6660764,325,220,145,27,185,788,79,10
"8",6660628,349,237,156,29,203,854,85,11
"9",6660482,374,254,167,30,222,924,91,12
"10",6660326,402,273,180,32,243,1000,98,12
"11",6660158,431,293,193,34,264,1081,105,13
"12",6659977,464,314,207,37,288,1168,113,14
"13",6659784,497,337,222,39,313,1262,121,15
"14",6659576,534,362,239,42,339,1363,130,16
"15",6659353,573,389,256,45,368,1471,140,18
"16",6659114,615,417,275,49,398,1588,150,19
"17",6658857,659,448,295,52,431,1713,161,20
"18",6658581,708,480,317,56,466,1847,173,22
"19",6658285,760,515,340,60,503,1991,186,23
"20",6657967,816,553,365,65,543,2146,199,25
"21",6657626,875,594,392,69,586,2312,214,27
"22",6657260,939,637,421,75,632,2491,229,29
"23",6656867,1008,684,451,80,681,2683,246,31
"24",6656445,1083,735,484,86,733,2889,264,33
"25",6655993,1162,788,520,92,789,3110,284,36
"26",6655507,1247,846,558,99,850,3347,304,39
"27",6654985,1338,909,599,107,915,3602,326,42
"28",6654426,1437,975,643,114,984,3876,350,45
"29",6653825,1542,1047,690,123,1058,4170,376,48
"30",6653180,1655,1123,741,132,1138,4486,404,51
"31",6652488,1777,1206,795,142,1223,4825,433,55
"32",6651745,1907,1294,854,152,1315,5189,465,59
"33",6650947,2046,1389,916,163,1413,5580,499,64
"34",6650092,2197,1491,983,175,1519,5999,536,68
"35",6649174,2357,1600,1055,188,1632,6449,575,73
"36",6648189,2530,1717,1132,202,1754,6932,617,79
"37",6647131,2715,1843,1215,217,1884,7450,662,85
"38",6645997,2913,1978,1304,233,2024,8007,710,91
"39",6644779,3127,2122,1400,250,2174,8604,763,97
"40",6643472,3356,2277,1502,268,2335,9245,818,104
"41",6642070,3601,2444,1612,288,2507,9933,878,112
"42",6640565,3864,2623,1730,309,2692,10672,942,120
"43",6638950,4147,2814,1856,332,2891,11465,1011,129
"44",6637218,4450,3020,1991,356,3104,12316,1085,139
"45",6635360,4773,3242,2136,383,3332,13229,1164,149
"46",6633366,5121,3479,2293,411,3577,14209,1249,160
"47",6631226,5495,3732,2461,441,3841,15260,1341,172
"48",6628932,5894,4004,2640,473,4123,16389,1438,184
"49",6626471,6323,4296,2833,507,4426,17600,1543,198
"50",6623831,6782,4609,3039,544,4751,18898,1655,212
"51",6620999,7276,4944,3261,584,5099,20292,1776,228
"52",6617962,7804,5303,3498,628,5473,21788,1905,245
"53",6614706,8369,5688,3752,673,5874,23393,2043,262
"54",6611216,8973,6101,4024,723,6303,25115,2191,281
"55",6607473,9622,6542,4316,775,6764,26962,2351,302
"56",6603462,10316,7015,4629,832,7258,28943,2521,324
"57",6599163,11057,7523,4964,892,7788,31068,2703,347
"58",6594555,11853,8065,5323,957,8355,33347,2898,373
"59",6589618,12702,8646,5708,1027,8964,35791,3107,400
"60",6584328,13612,9267,6118,1101,9616,38413,3331,429
"61",6578662,14583,9932,6558,1181,10315,41223,3570,460
"62",6572595,15623,10643,7029,1266,11064,44236,3825,492
"63",6566098,16732,11403,7532,1358,11867,47465,4098,528
"64",6559143,17918,12215,8072,1456,12726,50926,4392,566
"65",6551698,19184,13083,8647,1560,13647,54636,4704,606
"66",6543732,20536,14010,9262,1672,14634,58610,5038,650
"67",6535210,21976,15000,9921,1791,15690,62868,5396,696
"68",6526097,23511,16057,10621,1919,16820,67430,5775,746
"69",6516354,25147,17184,11371,2055,18029,72315,6183,798
"70",6505941,26887,18385,12172,2201,19324,77546,6617,854
"71",6494815,28742,19661,13026,2356,20708,83146,7080,914
"72",6482934,30713,21026,13933,2521,22189,89140,7569,978
"73",6470249,32807,22474,14901,2698,23771,95554,8095,1046
"74",6456714,35029,24015,15933,2886,25462,102415,8654,1119
"75",6442278,37385,25654,17030,3087,27269,109753,9246,1195
"76",6426889,39884,27391,18195,3300,29198,117599,9876,1278
"77",6410491,42528,29235,19433,3526,31257,125985,10545,1364
"78",6393030,45323,31189,20749,3766,33454,134944,11256,1456
"79",6374447,48279,33256,22142,4021,35797,144512,12007,1554
"80",6354683,51393,35447,23617,4292,38295,154727,12801,1657
"81",6333678,54677,37756,25182,4578,40955,165629,13645,1767
"82",6311373,58128,40196,26834,4882,43785,177258,14533,1882
"83",6287699,61757,42764,28581,5203,46799,189653,15473,2004
"84",6262599,65561,45467,30422,5541,50002,202863,16460,2133
"85",6236008,69543,48309,32362,5897,53405,216931,17500,2267
"86",6207865,73704,51288,34401,6273,57019,231905,18593,2410
"87",6178109,78045,54404,36547,6668,60852,247831,19741,2558
"88",6146677,82564,57660,38797,7083,64913,264761,20942,2714
"89",6113517,87255,61058,41147,7516,69215,282747,22195,2876
"90",6078572,92112,64599,43603,7970,73765,301834,23502,3046
"91",6041795,97123,68279,46165,8443,78574,322076,24864,3221
"92",6003135,102292,72084,48833,8938,83648,343525,26280,3406
"93",5962558,107595,76018,51599,9451,89000,366233,27745,3595
"94",5920028,113024,80067,54468,9982,94633,390253,29262,3791
"95",5875517,118561,84228,57428,10533,100557,415631,30821,3992
"96",5829005,124192,88488,60477,11099,106777,442417,32422,4198
"97",5780487,129884,92841,63608,11682,113297,470656,34063,4410
"98",5729963,135617,97266,66815,12280,120121,500394,35741,4626
"99",5677442,141371,101744,70084,12889,127252,531673,37445,4844
"100",5622946,147118,106255,73409,13511,134692,564524,39172,5066
"101",5566517,152815,110790,76768,14141,142438,598987,40908,5289
"102",5508197,158440,115312,80159,14777,150486,635083,42660,5512
"103",5448050,163953,119807,83564,15415,158829,672837,44406,5734
"104",5386149,169318,124255,86956,16054,167463,712261,46134,5954
"105",5322584,174496,128618,90331,16690,176374,753363,47853,6171
"106",5257458,179449,132871,93661,17319,185551,796145,49535,6385
"107",5190889,184140,136978,96933,17938,194976,840601,51179,6592
"108",5122993,188539,140920,100116,18543,204632,886711,52763,6791
"109",5053922,192601,144663,103192,19130,214497,934449,54286,6981
"110",4983819,196290,148179,106144,19696,224547,983779,55736,7161
"111",4912845,199577,151442,108947,20235,234752,1034657,57093,7331
"112",4841164,202436,154421,111580,20740,245084,1087029,58359,7484
"113",4768955,204843,157084,114023,21214,255509,1140827,59514,7626
"114",4696395,206772,159418,116248,21648,265998,1195978,60549,7749
"115",4623672,208191,161407,118242,22039,276508,1252395,61456,7858
"116",4550963,209110,163020,119993,22385,286998,1309986,62232,7946
"117",4478456,209509,164251,121476,22686,297429,1368648,62857,8019
"118",4406332,209390,165080,122687,22934,307762,1428271,63344,8071
"119",4334765,208752,165512,123607,23126,317951,1488742,63671,8101
"120",4263926,207606,165533,124234,23267,327953,1549937,63850,8114
